Euler1,Euler2,Euler3,default10,default20,default30
70,35,35,0.002,0.001,0.002
70,35,42,0.01,0.007,0.01
70,35,49,0.008,0.009,0.009
70,35,56,0.013,0.011,0.011
70,35,63,0.012,0.012,0.013
70,35,70,0.007,0.009,0.003
70,35,77,0.015,0.015,0.015
70,35,84,0.004,0.004,0.004
70,35,91,0.008,0.008,0.008
70,35,98,0.015,0.012,0.015
70,35,105,0.005,0.004,0.004
70,35,112,0.01,0.008,0.008
70,35,119,0.01,0.009,0.008
70,35,126,0.008,0.011,0.01
70,35,133,0.012,0.012,0.011
70,35,140,0.014,0.014,0.014
70,35,147,0.009,0.002,0.006
70,35,154,0.008,0.007,0.006
70,35,161,0.013,0.014,0.016
70,35,168,0.009,0.006,0.007
70,35,175,0.005,0.007,0.008
70,42,0,0.003,0.003,0.004
70,42,7,0.01,0.01,0.01
70,42,14,0.008,0.009,0.006
70,42,21,0.002,0.002,0.002
70,42,28,0.013,0.012,0.014
70,42,35,0.008,0.007,0.009
70,42,42,0.011,0.01,0.011
70,42,49,0.007,0.01,0.01
70,42,56,0.009,0.008,0.005
70,42,63,0.009,0.01,0.009
70,42,70,0.008,0.008,0.008
70,42,77,0.009,0.01,0.012
70,42,84,0.011,0.01,0.01
70,42,91,0.008,0.007,0.008
70,42,98,0.01,0.01,0.01
70,42,105,0.013,0.014,0.012
70,42,112,0.009,0.008,0.008
70,42,119,0.008,0.011,0.008
70,42,126,0.011,0.006,0.007
70,42,133,0.005,0.003,0.004
70,42,140,0.008,0.009,0.007
70,42,147,0.009,0.011,0.011
70,42,154,0.011,0.011,0.011
70,42,161,0.01,0.01,0.01
70,42,168,0.008,0.008,0.005
70,42,175,0.004,0.006,0.005
70,49,0,0.002,0.002,0.002
70,49,7,0.01,0.009,0.009
70,49,14,0.01,0.008,0.008
70,49,21,0.009,0.01,0.008
70,49,28,0.009,0.01,0.01
70,49,35,0.003,0.003,0.003
70,49,42,0.006,0.006,0.006
70,49,49,0.007,0.008,0.007
70,49,56,0.004,0.001,0.002
70,49,63,0.007,0.008,0.007
70,49,70,0.008,0.008,0.007
70,49,77,0.009,0.01,0.01
70,49,84,0.009,0.009,0.009
70,49,91,0.005,0.006,0.007
70,49,98,0.009,0.008,0.008
70,49,105,0.008,0.008,0.009
70,49,112,0.009,0.007,0.007
70,49,119,0.01,0.01,0.008
70,49,126,0.009,0.009,0.009
70,49,133,0.008,0.009,0.009
70,49,140,0.01,0.01,0.01
70,49,147,0.005,0.005,0.006
70,49,154,0.009,0.009,0.009
70,49,161,0.007,0.008,0.007
70,49,168,0.008,0.008,0.009
70,49,175,0.007,0.007,0.008
70,56,0,0.006,0.006,0.007
70,56,7,0.007,0.007,0.007
70,56,14,0.008,0.007,0.008
70,56,21,0.008,0.008,0.009
70,56,28,0.008,0.007,0.007
70,56,35,0.008,0.007,0.007
70,56,42,0.007,0.007,0.007
70,56,49,0.005,0.006,0.005
70,56,56,0.006,0.006,0.007
70,56,63,0.008,0.006,0.007
70,56,70,0.006,0.008,0.007
70,56,77,0.007,0.008,0.007
70,56,84,0.009,0.008,0.009
70,56,91,0.008,0.008,0.008
70,56,98,0.006,0.007,0.007
70,56,105,0.006,0.006,0.006
70,56,112,0.007,0.007,0.007
70,56,119,0.009,0.006,0.007
70,56,126,0.006,0.007,0.007
70,56,133,0.007,0.009,0.008
70,56,140,0.008,0.008,0.009
70,56,147,0.007,0.008,0.008
70,56,154,0.006,0.005,0.006
70,56,161,16.318,0.006,0.006
70,56,168,0.008,0.008,0.007
70,56,175,0.006,0.007,0.005
70,63,0,0.005,0.007,0.007
70,63,7,0.002,0.002,0.004
70,63,14,0.006,0.006,0.006
70,63,21,0.006,0.005,0.005
70,63,28,0.006,0.006,0.007
70,63,35,0.006,0.006,0.006
70,63,42,0.006,0.006,0.006
70,63,49,0.006,0.006,0.006
70,63,56,0.006,0.005,0.006
70,63,63,0.006,0.006,0.007
70,63,70,0.004,0.004,0.002
70,63,77,0.004,0.006,0.005
70,63,84,0.006,0.006,0.006
70,63,91,0.004,0.005,0.003
70,63,98,0.006,0.006,0.006
70,63,105,0.006,0.006,0.006
70,63,112,0.006,0.006,0.006
70,63,119,0.006,0.006,0.006
70,63,126,0.005,0.005,0.005
70,63,133,0.006,0.006,0.006
70,63,140,0.005,0.006,0.007
70,63,147,0.006,0.006,0.006
70,63,154,0.006,0.006,0.006
70,63,161,0.007,0.006,0.006
70,63,168,0.005,0.007,0.006
70,63,175,0.006,0.006,0.006
70,70,0,0.005,0.004,0.004
70,70,7,0.005,0.005,0.005
70,70,14,0.005,0.005,0.005
70,70,21,0.005,0.005,0.005
70,70,28,0.005,0.005,0.005
70,70,35,0.006,0.006,0.006
70,70,42,0.005,0.005,0.005
70,70,49,0.004,0.003,0.004
70,70,56,0.005,0.005,0.005
70,70,63,0.005,0.005,0.005
70,70,70,0.005,0.005,0.005
70,70,77,0.005,0.005,0.005
70,70,84,0.004,0.005,0.004
70,70,91,0.004,0.005,0.005
70,70,98,0.005,0.004,0.005
70,70,105,0.005,0.005,0.005
70,70,112,0.005,0.005,0.005
70,70,119,0.005,0.005,0.005
70,70,126,0.005,0.005,0.005
70,70,133,0.005,0.004,0.005
70,70,140,0.004,0.004,0.004
70,70,147,0.005,0.005,0.005
70,70,154,0.005,0.004,0.005
70,70,161,0.004,0.005,0.006
70,70,168,0.005,0.006,0.006
70,70,175,0.003,0.004,0.004
70,77,0,0.003,0.002,0.004
70,77,7,0.005,0.005,0.004
70,77,14,0.004,0.003,0.003
70,77,21,0.004,0.004,0.004
70,77,28,0.005,0.004,0.005
70,77,35,0.004,0.003,0.004
70,77,42,0.004,0.004,0.004
70,77,49,0.004,0.005,0.005
70,77,56,0.004,0.004,0.004
70,77,63,0.004,0.004,0.004
70,77,70,0.004,0.004,0.004
70,77,77,0.004,0.003,0.003
70,77,84,0.005,0.005,0.005
70,77,91,0.005,0.004,0.004
70,77,98,0.004,0.004,0.003
70,77,105,0.006,0.006,0.005
70,77,112,0.004,0.004,0.004
70,77,119,0.005,0.004,0.003
70,77,126,0.005,0.004,0.005
70,77,133,0.005,0.004,0.005
70,77,140,0.004,0.004,0.004
70,77,147,0.005,0.005,0.005
70,77,154,0.006,0.005,0.005
70,77,161,0.004,0.004,0.004
70,77,168,0.005,0.005,0.005
70,77,175,0.004,0.005,0.005
70,84,0,0.004,0.003,0.003
70,84,7,0.005,0.004,0.004
70,84,14,0.004,0.004,0.005
70,84,21,0.004,0.004,0.004
70,84,28,0.004,0.004,0.004
70,84,35,0.004,0.004,0.004
70,84,42,0.003,0.004,0.003
70,84,49,0.004,0.005,0.004
70,84,56,0.005,0.003,0.003
70,84,63,0.004,0.004,0.005
70,84,70,0.003,0.003,0.003
70,84,77,0.004,0.004,0.004
70,84,84,0.004,0.006,0.004
70,84,91,0.004,0.004,0.004
70,84,98,0.004,0.004,0.004
70,84,105,0.004,0.005,0.004
70,84,112,0.003,0.003,0.003
70,84,119,0.003,0.003,0.004
70,84,126,0.003,0.004,0.005
70,84,133,0.004,0.004,0.005
70,84,140,0.003,0.004,0.004
70,84,147,0.005,0.004,0.004
70,84,154,0.024,0.004,0.004
70,84,161,0.004,0.004,0.004
70,84,168,0.004,0.004,0.005
70,84,175,0.012,0.008,0.005
77,0,0,0.0,0.0,0.0
77,0,7,0.0,0.178,0.0
77,0,14,0.269,0.25,0.0
77,0,21,0.289,0.191,0.251
77,0,28,0.21,0.0,0.289
77,0,35,0.581,0.0,0.246
77,0,42,0.291,0.0,0.0
77,0,49,0.0,0.0,0.0
77,0,56,0.479,0.221,0.088
77,0,63,0.202,0.242,0.0
77,0,70,0.0,0.0,0.0
77,0,77,0.0,0.0,0.0
77,0,84,0.254,0.0,0.0
77,0,91,0.273,0.0,0.0
77,0,98,0.0,0.215,0.211
77,0,105,0.0,0.0,0.0
77,0,112,0.0,0.0,0.237
77,0,119,0.051,0.238,0.192
77,0,126,0.358,0.0,0.0
77,0,133,0.306,0.127,0.242
77,0,140,0.333,0.238,0.274
77,0,147,0.0,0.364,0.0
77,0,154,0.204,0.0,0.258
77,0,161,0.0,0.0,0.0
77,0,168,0.34,0.311,0.0
77,0,175,0.315,0.0,0.269
77,7,0,0.117,0.002,0.011
77,7,7,0.027,0.003,0.01
77,7,14,0.011,0.009,0.013
77,7,21,0.011,0.034,0.003
77,7,28,0.009,0.571,0.002
77,7,35,0.063,0.035,0.008
77,7,42,1.389,0.029,0.015
77,7,49,0.005,0.004,0.012
77,7,56,0.004,0.002,0.01
77,7,63,1.892,0.05,0.029
77,7,70,0.035,0.007,0.012
77,7,77,0.007,0.004,0.004
77,7,84,0.77,0.006,0.013
77,7,91,2.093,0.036,0.023
77,7,98,0.632,0.026,0.008
77,7,105,0.511,0.012,0.011
77,7,112,0.334,0.041,0.013
77,7,119,0.05,0.253,0.01
77,7,126,0.06,0.005,0.014
77,7,133,7.0,0.006,0.03
77,7,140,0.019,0.029,0.005
77,7,147,3.483,0.026,0.014
77,7,154,0.634,1.037,0.028
77,7,161,1.17,0.003,0.126
77,7,168,1.576,0.083,0.028
77,7,175,0.11,0.132,0.322
77,14,0,0.003,0.008,0.01
77,14,7,0.004,0.006,0.002
77,14,14,0.001,0.002,0.004
77,14,21,0.064,0.073,0.069
77,14,28,0.006,0.016,0.004
77,14,35,10.322,0.047,0.044
77,14,42,0.02,0.008,0.007
77,14,49,0.007,0.006,0.004
77,14,56,0.008,0.003,0.01
77,14,63,0.006,0.006,0.006
77,14,70,0.044,0.053,0.055
77,14,77,3.15,0.005,0.004
77,14,84,0.003,0.0,0.003
77,14,91,0.006,0.004,0.005
77,14,98,0.013,0.013,0.002
77,14,105,0.718,0.005,0.001
77,14,112,0.03,0.062,0.029
77,14,119,1.514,0.003,0.004
77,14,126,0.065,0.039,0.034
77,14,133,0.0,0.001,0.002
77,14,140,0.001,0.001,0.002
77,14,147,0.004,0.007,0.004
77,14,154,2.691,0.018,0.015
77,14,161,0.04,0.026,0.014
77,14,168,0.005,1.149,0.003
77,14,175,0.936,0.412,0.12
77,21,0,0.024,0.026,0.004
77,21,7,0.003,0.011,0.008
77,21,14,0.006,0.01,0.006
77,21,21,0.028,0.028,0.028
77,21,28,0.009,0.002,0.006
77,21,35,0.01,0.012,0.005
77,21,42,0.021,0.033,0.028
77,21,49,0.013,0.01,0.01
77,21,56,0.012,0.016,0.009
77,21,63,0.002,0.001,0.002
77,21,70,0.023,0.018,0.018
77,21,77,0.015,0.004,0.006
77,21,84,0.039,0.038,0.039
77,21,91,0.023,0.019,0.019
77,21,98,0.036,0.043,0.038
77,21,105,0.016,0.022,0.006
77,21,112,0.019,0.013,0.02
77,21,119,0.013,0.008,0.008
77,21,126,0.001,0.003,0.002
77,21,133,0.002,0.003,0.002
77,21,140,0.028,0.034,0.029
77,21,147,4.726,0.034,0.037
77,21,154,0.031,0.023,0.029
77,21,161,0.017,0.013,0.018
77,21,168,3.721,0.042,0.028
77,21,175,0.027,0.035,0.023
77,28,0,0.002,0.002,0.0
77,28,7,0.005,0.006,0.008
77,28,14,0.037,0.035,0.036
77,28,21,0.01,0.004,0.007
77,28,28,0.031,0.032,0.03
77,28,35,0.014,0.006,0.005
77,28,42,0.012,0.01,0.008
77,28,49,0.011,0.009,0.006
77,28,56,0.029,0.027,0.027
77,28,63,0.01,0.007,0.009
77,28,70,0.027,0.023,0.026
77,28,77,0.015,0.017,0.015
77,28,84,0.005,0.003,0.003
77,28,91,0.025,0.024,0.022
77,28,98,0.033,0.033,0.033
77,28,105,0.03,0.029,0.03
77,28,112,0.027,0.023,0.022
77,28,119,0.021,0.021,0.021
77,28,126,0.015,0.011,0.013
77,28,133,0.008,0.006,0.007
77,28,140,0.023,0.004,0.001
77,28,147,0.033,0.023,0.024
77,28,154,0.026,0.028,0.026
77,28,161,0.017,0.022,0.017
77,28,168,0.679,0.026,0.027
77,28,175,0.011,0.04,0.01
77,35,0,0.009,0.011,0.01
77,35,7,0.02,0.021,0.022
77,35,14,0.018,0.017,0.016
77,35,21,0.027,0.028,0.028
77,35,28,0.008,0.009,0.01
77,35,35,0.018,0.012,0.006
77,35,42,0.017,0.02,0.021
77,35,49,0.008,0.012,0.005
77,35,56,0.026,0.026,0.024
77,35,63,0.002,0.001,0.004
77,35,70,0.017,0.017,0.017
77,35,77,0.022,0.021,0.02
77,35,84,0.005,0.006,0.007
77,35,91,0.015,0.015,0.014
77,35,98,0.006,0.012,0.009
77,35,105,0.016,0.017,0.018
77,35,112,0.025,0.019,0.02
77,35,119,0.016,0.015,0.015
77,35,126,0.017,0.018,0.017
77,35,133,0.019,0.018,0.018
77,35,140,0.024,0.026,0.025
77,35,147,0.005,0.006,0.01
77,35,154,0.027,0.027,0.021
77,35,161,0.008,0.01,0.009
77,35,168,0.009,0.005,0.003
77,35,175,0.02,0.021,0.018
77,42,0,0.014,0.009,0.004
77,42,7,0.02,0.019,0.021
77,42,14,0.015,0.013,0.013
77,42,21,0.014,0.015,0.018
77,42,28,0.016,0.012,0.013
77,42,35,0.019,0.019,0.019
77,42,42,0.02,0.018,0.019
77,42,49,0.018,0.018,0.018
77,42,56,0.019,0.019,0.019
77,42,63,0.021,0.021,0.02
77,42,70,0.016,0.017,0.019
77,42,77,0.017,0.017,0.018
77,42,84,0.017,0.02,0.019
77,42,91,0.015,0.016,0.012
77,42,98,0.02,0.019,0.019
77,42,105,0.021,0.017,0.019
77,42,112,0.014,0.016,0.017
77,42,119,0.009,0.012,0.01
77,42,126,0.019,0.019,0.02
77,42,133,0.017,0.018,0.017
77,42,140,0.014,0.011,0.012
77,42,147,0.017,0.018,0.017
77,42,154,0.013,0.013,0.013
77,42,161,0.012,0.016,0.012
77,42,168,0.02,0.019,0.021
77,42,175,0.015,0.008,0.003
77,49,0,0.005,0.006,0.006
77,49,7,0.011,0.012,0.012
77,49,14,0.007,0.009,0.01
77,49,21,0.008,0.01,0.009
77,49,28,0.008,0.007,0.007
77,49,35,0.016,0.016,0.016
77,49,42,0.011,0.012,0.011
77,49,49,0.008,0.004,0.005
77,49,56,0.015,0.013,0.014
77,49,63,0.013,0.014,0.014
77,49,70,0.013,0.014,0.013
77,49,77,0.016,0.014,0.014
77,49,84,0.014,0.016,0.016
77,49,91,0.013,0.013,0.014
77,49,98,0.017,0.017,0.017
77,49,105,0.016,0.014,0.015
77,49,112,0.013,0.015,0.015
77,49,119,0.013,0.012,0.014
77,49,126,0.016,0.016,0.017
77,49,133,0.014,0.014,0.014
77,49,140,0.01,0.012,0.012
77,49,147,0.015,0.015,0.015
77,49,154,0.006,0.011,0.009
77,49,161,0.012,0.011,0.012
77,49,168,0.014,0.013,0.013
77,49,175,0.008,0.007,0.008
77,56,0,0.01,0.008,0.009
77,56,7,0.005,0.003,0.004
77,56,14,0.013,0.013,0.014
77,56,21,0.011,0.01,0.012
77,56,28,0.012,0.013,0.012
77,56,35,0.01,0.01,0.009
77,56,42,0.013,0.014,0.013
77,56,49,0.008,0.007,0.008
77,56,56,0.008,0.009,0.008
77,56,63,0.011,0.011,0.011
77,56,70,0.011,0.012,0.012
77,56,77,0.012,0.011,0.01
77,56,84,0.01,0.01,0.011
77,56,91,0.008,0.009,0.009
77,56,98,0.009,0.008,0.005
77,56,105,0.011,0.012,0.007
77,56,112,0.012,0.011,0.012
77,56,119,0.01,0.01,0.01
77,56,126,0.012,0.009,0.01
77,56,133,0.011,0.008,0.007
77,56,140,0.012,0.011,0.011
77,56,147,0.011,0.011,0.011
77,56,154,0.006,0.009,0.008
77,56,161,0.01,0.008,0.01
77,56,168,0.013,0.012,0.012
77,56,175,0.011,0.01,0.013
77,63,0,0.006,0.007,0.007
77,63,7,0.01,0.009,0.009
77,63,14,0.008,0.007,0.007
77,63,21,0.01,0.008,0.008
77,63,28,0.009,0.009,0.009
77,63,35,0.009,0.01,0.009
77,63,42,0.009,0.009,0.009
77,63,49,0.01,0.009,0.009
77,63,56,0.009,0.009,0.009
77,63,63,0.01,0.009,0.009
77,63,70,0.009,0.009,0.009
77,63,77,0.008,0.008,0.008
77,63,84,0.006,0.007,0.006
77,63,91,0.01,0.009,0.008
77,63,98,0.009,0.009,0.008
77,63,105,0.01,0.009,0.008
77,63,112,0.009,0.008,0.009
77,63,119,0.007,0.009,0.008
77,63,126,0.009,0.009,0.01
77,63,133,0.002,0.006,0.004
77,63,140,0.006,0.009,0.007
77,63,147,0.006,0.006,0.009
77,63,154,0.005,0.004,0.003
77,63,161,0.01,0.006,0.008
77,63,168,0.006,0.008,0.009
77,63,175,4.711,0.006,0.004
77,70,0,0.008,0.007,0.006
77,70,7,0.008,0.009,0.008
77,70,14,0.006,0.007,0.007
77,70,21,0.008,0.007,0.007
77,70,28,0.007,0.007,0.006
77,70,35,0.006,0.007,0.006
77,70,42,0.006,0.007,0.008
77,70,49,0.006,0.005,0.005
77,70,56,0.007,0.007,0.007
77,70,63,0.005,0.005,0.005
77,70,70,0.006,0.007,0.006
77,70,77,0.008,0.008,0.008
77,70,84,0.007,0.007,0.007
77,70,91,0.008,0.008,0.008
77,70,98,0.008,0.008,0.008
77,70,105,0.006,0.006,0.006
77,70,112,0.006,0.007,0.007
77,70,119,0.008,0.006,0.006
77,70,126,0.006,0.007,0.006
77,70,133,0.008,0.009,0.007
77,70,140,0.008,0.007,0.007
77,70,147,0.009,0.007,0.007
77,70,154,0.004,0.006,0.004
77,70,161,0.006,0.009,0.008
77,70,168,0.007,0.008,0.007
77,70,175,0.007,0.007,0.008
77,77,0,0.006,0.005,0.006
77,77,7,0.006,0.007,0.006
77,77,14,0.007,0.005,0.005
77,77,21,0.005,0.007,0.007
77,77,28,0.004,0.007,0.006
77,77,35,0.005,0.005,0.006
77,77,42,0.006,0.006,0.006
77,77,49,0.007,0.007,0.007
77,77,56,0.007,0.007,0.006
77,77,63,0.006,0.006,0.006
77,77,70,0.006,0.005,0.007
77,77,77,0.007,0.007,0.006
77,77,84,0.004,0.006,0.006
77,77,91,0.005,0.006,0.006
77,77,98,0.006,0.006,0.006
77,77,105,0.006,0.006,0.006
77,77,112,0.005,0.007,0.006
77,77,119,0.007,0.006,0.007
77,77,126,0.008,0.006,0.005
77,77,133,0.004,0.004,0.005
77,77,140,0.005,0.005,0.005
77,77,147,0.006,0.006,0.005
77,77,154,0.007,0.006,0.006
77,77,161,0.006,0.006,0.007
77,77,168,0.008,0.004,0.007
77,77,175,0.007,0.005,0.008
77,84,0,0.006,0.006,0.006
77,84,7,0.006,0.007,0.006
77,84,14,0.005,0.006,0.005
77,84,21,0.004,0.004,0.005
77,84,28,0.005,0.005,0.005
77,84,35,0.006,0.006,0.007
77,84,42,0.005,0.005,0.005
77,84,49,0.006,0.006,0.006
77,84,56,0.005,0.005,0.004
77,84,63,0.009,0.007,0.006
77,84,70,0.006,0.006,0.006
77,84,77,0.005,0.005,0.005
77,84,84,0.006,0.005,0.006
77,84,91,0.005,0.005,0.005
77,84,98,0.005,0.006,0.004
77,84,105,0.007,0.006,0.006
77,84,112,0.006,0.006,0.006
77,84,119,0.006,0.006,0.005
77,84,126,0.007,0.007,0.007
77,84,133,0.006,0.005,0.005
77,84,140,0.005,0.005,0.005
77,84,147,0.008,0.007,0.005
77,84,154,0.006,0.006,0.006
77,84,161,0.006,0.006,0.006
77,84,168,0.007,0.006,0.006
77,84,175,0.006,0.006,0.006
84,0,0,0.0,0.0,0.0
84,0,7,0.312,0.28,0.0
84,0,14,0.0,0.231,0.0
84,0,21,0.0,0.276,0.0
84,0,28,0.296,0.0,0.0
84,0,35,0.268,0.0,0.291
84,0,42,0.301,0.174,0.0
84,0,49,0.212,0.279,0.0
84,0,56,0.402,0.257,0.258
84,0,63,0.296,0.0,0.0
84,0,70,0.266,0.14,0.285
84,0,77,0.283,0.255,0.0
84,0,84,0.0,0.224,0.215
84,0,91,0.0,0.0,0.0
84,0,98,0.0,0.0,0.0
84,0,105,0.0,0.135,0.211
84,0,112,0.0,0.253,0.0
84,0,119,0.0,0.221,0.244
84,0,126,0.0,0.314,0.147
84,0,133,0.0,0.123,0.0
84,0,140,0.456,0.133,0.0
84,0,147,0.256,0.0,0.267
84,0,154,0.492,0.277,0.273
84,0,161,0.221,0.256,0.0
84,0,168,0.0,0.0,0.274
84,0,175,0.272,0.0,0.306
84,7,0,0.034,0.033,0.055
84,7,7,0.732,0.049,0.003
84,7,14,0.076,0.126,0.098
84,7,21,0.129,0.055,0.065
84,7,28,0.108,0.038,0.017
84,7,35,2.047,3.207,0.022
84,7,42,0.22,0.678,0.026
84,7,49,6.511,0.179,0.062
84,7,56,2.676,0.071,0.028
84,7,63,0.043,0.019,0.033
84,7,70,0.064,0.039,0.023
84,7,77,0.24,0.46,0.016
84,7,84,1.53,0.016,0.007
84,7,91,0.438,0.125,0.064
84,7,98,0.211,0.022,0.016
84,7,105,0.275,0.052,0.123
84,7,112,0.731,0.091,0.129
84,7,119,0.046,0.143,0.132
84,7,126,0.133,0.08,0.048
84,7,133,0.015,0.115,0.08
84,7,140,0.022,0.032,0.007
84,7,147,0.732,0.971,0.006
84,7,154,0.732,0.07,0.732
84,7,161,0.429,0.723,0.141
84,7,168,0.314,0.689,0.717
84,7,175,0.053,0.183,0.01
84,14,0,0.0,0.0,0.008
84,14,7,0.007,0.004,0.006
84,14,14,0.024,0.008,0.01
84,14,21,0.076,0.071,0.073
84,14,28,0.026,0.007,0.008
84,14,35,0.078,0.128,0.127
84,14,42,0.009,0.008,0.006
84,14,49,0.009,0.016,0.011
84,14,56,0.062,0.012,0.052
84,14,63,0.02,0.058,0.005
84,14,70,0.13,0.116,0.074
84,14,77,0.005,0.008,0.006
84,14,84,0.044,0.005,0.008
84,14,91,0.01,0.014,0.007
84,14,98,0.052,0.005,0.02
84,14,105,0.007,0.008,0.006
84,14,112,0.113,0.121,0.124
84,14,119,0.029,0.033,0.01
84,14,126,0.137,0.132,0.127
84,14,133,0.894,0.009,0.006
84,14,140,0.003,0.014,0.001
84,14,147,0.044,1.458,0.012
84,14,154,0.013,0.021,0.014
84,14,161,0.046,0.006,0.051
84,14,168,0.085,1.638,0.258
84,14,175,0.576,0.007,1.109
84,21,0,0.0,0.011,0.007
84,21,7,0.006,0.005,0.006
84,21,14,0.043,0.064,0.033
84,21,21,0.014,0.046,0.053
84,21,28,0.01,0.003,0.005
84,21,35,0.025,0.027,0.009
84,21,42,0.07,0.065,0.055
84,21,49,0.045,0.049,0.055
84,21,56,0.007,0.003,0.005
84,21,63,0.032,0.042,0.012
84,21,70,0.028,0.016,0.007
84,21,77,0.009,0.009,0.006
84,21,84,0.111,0.108,0.109
84,21,91,0.08,0.049,0.07
84,21,98,0.09,0.066,0.064
84,21,105,0.077,0.077,0.075
84,21,112,0.048,0.041,0.066
84,21,119,0.064,0.069,0.06
84,21,126,0.021,0.019,0.006
84,21,133,0.016,0.008,0.009
84,21,140,0.053,0.036,0.039
84,21,147,0.023,0.019,0.033
84,21,154,0.037,0.04,0.046
84,21,161,2.195,0.002,0.004
84,21,168,0.476,0.008,0.021
84,21,175,2.197,1.709,0.006
84,28,0,0.027,0.021,0.028
84,28,7,0.069,0.068,0.07
84,28,14,0.055,0.057,0.054
84,28,21,0.032,0.012,0.026
84,28,28,0.041,0.042,0.042
84,28,35,0.027,0.028,0.029
84,28,42,0.06,0.065,0.064
84,28,49,0.028,0.002,0.016
84,28,56,0.051,0.05,0.053
84,28,63,0.011,0.011,0.006
84,28,70,0.027,0.01,0.01
84,28,77,0.046,0.043,0.041
84,28,84,0.043,0.036,0.026
84,28,91,0.038,0.019,0.023
84,28,98,0.068,0.069,0.074
84,28,105,0.067,0.063,0.07
84,28,112,0.012,0.007,0.01
84,28,119,0.048,0.042,0.045
84,28,126,0.009,0.012,0.023
84,28,133,0.028,0.017,0.021
84,28,140,2.853,0.035,0.034
84,28,147,0.052,0.045,0.063
84,28,154,0.061,0.048,0.024
84,28,161,0.063,0.069,0.061
84,28,168,0.058,0.044,0.043
84,28,175,0.041,0.051,0.032
84,35,0,0.011,0.031,0.002
84,35,7,0.019,0.029,0.024
84,35,14,0.027,0.024,0.025
84,35,21,0.046,0.051,0.052
84,35,28,0.026,0.012,0.014
84,35,35,0.057,0.058,0.057
84,35,42,0.061,0.055,0.057
84,35,49,0.033,0.02,0.026
84,35,56,0.03,0.027,0.027
84,35,63,0.041,0.041,0.035
84,35,70,0.047,0.055,0.055
84,35,77,0.054,0.037,0.044
84,35,84,0.036,0.036,0.036
84,35,91,0.027,0.028,0.03
84,35,98,0.046,0.017,0.017
84,35,105,0.034,0.024,0.026
84,35,112,0.044,0.044,0.045
84,35,119,0.036,0.025,0.036
84,35,126,0.034,0.026,0.031
84,35,133,0.026,0.026,0.026
84,35,140,0.044,0.046,0.045
84,35,147,0.006,0.009,0.008
84,35,154,0.053,0.055,0.054
84,35,161,0.013,0.02,0.016
84,35,168,0.011,0.015,0.004
84,35,175,0.016,0.027,0.02
84,42,0,0.013,0.019,0.014
84,42,7,0.043,0.045,0.044
84,42,14,0.043,0.04,0.042
84,42,21,0.039,0.03,0.031
84,42,28,0.028,0.028,0.026
84,42,35,0.016,0.014,0.019
84,42,42,0.033,0.037,0.032
84,42,49,0.032,0.032,0.033
84,42,56,0.038,0.038,0.039
84,42,63,0.036,0.042,0.037
84,42,70,0.026,0.036,0.031
84,42,77,0.036,0.036,0.036
84,42,84,0.038,0.037,0.036
84,42,91,0.038,0.037,0.039
84,42,98,0.036,0.032,0.037
84,42,105,0.041,0.043,0.038
84,42,112,0.022,0.024,0.026
84,42,119,0.023,0.025,0.023
84,42,126,0.03,0.01,0.011
84,42,133,0.009,0.023,0.009
84,42,140,0.015,0.024,0.036
84,42,147,0.022,0.03,0.029
84,42,154,0.032,0.032,0.035
84,42,161,0.025,0.04,0.033
84,42,168,0.026,0.031,0.028
84,42,175,0.136,0.042,0.044
84,49,0,0.012,0.004,0.005
84,49,7,0.02,0.024,0.024
84,49,14,0.03,0.03,0.031
84,49,21,0.021,0.022,0.021
84,49,28,0.023,0.018,0.016
84,49,35,0.032,0.028,0.029
84,49,42,0.026,0.026,0.029
84,49,49,0.034,0.033,0.034
84,49,56,0.035,0.032,0.032
84,49,63,0.029,0.029,0.03
84,49,70,0.03,0.032,0.028
84,49,77,0.029,0.031,0.031
84,49,84,0.034,0.033,0.034
84,49,91,0.022,0.02,0.019
84,49,98,0.032,0.033,0.032
84,49,105,0.025,0.024,0.025
84,49,112,0.018,0.018,0.022
84,49,119,0.033,0.033,0.031
84,49,126,0.033,0.027,0.027
84,49,133,0.028,0.025,0.031
84,49,140,0.031,0.033,0.03
84,49,147,0.028,0.026,0.029
84,49,154,0.025,0.027,0.027
84,49,161,0.021,0.023,0.028
84,49,168,0.024,0.036,0.029
84,49,175,0.02,0.027,0.022
84,56,0,0.014,0.026,0.024
84,56,7,0.025,0.023,0.025
84,56,14,0.024,0.018,0.018
84,56,21,0.021,0.022,0.024
84,56,28,0.018,0.02,0.02
84,56,35,0.022,0.021,0.025
84,56,42,0.015,0.018,0.017
84,56,49,0.026,0.028,0.029
84,56,56,0.012,0.014,0.014
84,56,63,0.014,0.018,0.018
84,56,70,0.026,0.026,0.025
84,56,77,0.023,0.023,0.023
84,56,84,0.022,0.021,0.022
84,56,91,0.02,0.025,0.022
84,56,98,0.018,0.021,0.022
84,56,105,0.022,0.024,0.023
84,56,112,0.014,0.014,0.015
84,56,119,0.029,0.026,0.028
84,56,126,0.022,0.027,0.026
84,56,133,0.024,0.021,0.024
84,56,140,0.026,0.021,0.01
84,56,147,0.021,0.023,0.023
84,56,154,0.023,0.022,0.023
84,56,161,0.027,0.027,0.027
84,56,168,0.027,0.028,0.022
84,56,175,3.793,0.014,0.025
84,63,0,0.019,0.018,0.017
