Euler1,Euler2,Euler3,default20,diffEvol,Anne
28,49,91,0.004,0.004,0.005
28,49,98,0.005,0.005,0.004
28,49,105,0.002,0.002,0.003
28,49,112,0.003,0.003,0.004
28,49,119,0.005,0.005,0.003
28,49,126,0.002,0.003,0.004
28,49,133,0.001,0.002,0.004
28,49,140,0.004,0.004,0.004
28,49,147,0.004,0.004,0.004
28,49,154,0.002,0.001,0.002
28,49,161,0.003,0.003,0.004
28,49,168,0.005,0.005,0.005
28,49,175,0.001,0.001,0.005
28,56,0,0.004,0.004,0.004
28,56,7,0.002,0.003,0.003
28,56,14,0.005,0.005,0.004
28,56,21,0.003,0.004,0.003
28,56,28,0.005,0.005,0.004
28,56,35,0.002,0.002,0.003
28,56,42,0.003,0.003,0.002
28,56,49,0.003,0.003,0.002
28,56,56,0.004,0.003,0.005
28,56,63,0.003,0.003,0.004
28,56,70,0.004,0.004,0.005
28,56,77,0.004,0.004,0.004
28,56,84,0.004,0.004,0.004
28,56,91,0.004,0.004,0.004
28,56,98,0.001,0.001,0.001
28,56,105,0.002,0.002,0.003
28,56,112,0.002,0.002,0.002
28,56,119,0.003,0.003,0.003
28,56,126,0.003,0.003,0.003
28,56,133,0.004,0.004,0.004
28,56,140,0.005,0.005,0.004
28,56,147,0.004,0.004,0.004
28,56,154,0.002,0.002,0.003
28,56,161,0.003,0.004,0.003
28,56,168,0.004,0.004,0.002
28,56,175,0.003,0.003,0.003
28,63,0,0.003,0.004,0.002
28,63,7,0.003,0.003,0.003
28,63,14,0.003,0.002,0.003
28,63,21,0.002,0.002,0.002
28,63,28,0.003,0.004,0.004
28,63,35,0.003,0.003,0.003
28,63,42,0.002,0.002,0.002
28,63,49,0.004,0.004,0.003
28,63,56,0.004,0.003,0.003
28,63,63,0.002,0.002,0.003
28,63,70,0.004,0.004,0.003
28,63,77,0.003,0.002,0.004
28,63,84,0.002,0.002,0.002
28,63,91,0.004,0.004,0.003
28,63,98,0.003,0.003,0.004
28,63,105,0.002,0.002,0.002
28,63,112,0.004,0.004,0.003
28,63,119,0.002,0.002,0.003
28,63,126,0.002,0.002,0.003
28,63,133,0.003,0.003,0.003
28,63,140,0.003,0.003,0.002
28,63,147,0.004,0.004,0.003
28,63,154,0.003,0.003,0.003
28,63,161,0.003,0.003,0.004
28,63,168,0.001,0.001,0.003
28,63,175,0.002,0.002,0.003
28,70,0,0.004,0.003,0.003
28,70,7,0.003,0.004,0.003
28,70,14,0.003,0.002,0.003
28,70,21,0.003,0.003,0.003
28,70,28,0.002,0.002,0.002
28,70,35,0.003,0.002,0.003
28,70,42,0.004,0.003,0.003
28,70,49,0.004,0.004,0.004
28,70,56,0.002,0.002,0.003
28,70,63,0.003,0.003,0.003
28,70,70,0.001,0.002,0.002
28,70,77,0.003,0.002,0.003
28,70,84,0.002,0.003,0.003
28,70,91,0.004,0.003,0.004
28,70,98,0.003,0.003,0.003
28,70,105,0.004,0.003,0.003
28,70,112,0.003,0.003,0.003
28,70,119,0.002,0.002,0.002
28,70,126,0.002,0.002,0.003
28,70,133,0.003,0.003,0.003
28,70,140,0.004,0.004,0.004
28,70,147,0.003,0.002,0.004
28,70,154,0.003,0.003,0.003
28,70,161,0.002,0.002,0.002
28,70,168,0.003,0.002,0.003
28,70,175,0.003,0.003,0.003
28,77,0,0.004,0.004,0.004
28,77,7,0.002,0.002,0.002
28,77,14,0.004,0.006,0.004
28,77,21,0.004,0.004,0.007
28,77,28,0.003,0.003,0.003
28,77,35,0.003,0.004,0.003
28,77,42,0.003,0.003,0.003
28,77,49,0.003,0.003,0.003
28,77,56,0.004,0.004,0.005
28,77,63,0.003,0.003,0.003
28,77,70,0.002,0.003,0.004
28,77,77,0.004,0.004,0.004
28,77,84,0.002,0.002,0.003
28,77,91,0.004,0.003,0.003
28,77,98,0.004,0.006,0.004
28,77,105,0.002,0.002,0.002
28,77,112,0.003,0.003,0.003
28,77,119,0.003,0.003,0.004
28,77,126,0.002,0.002,0.003
28,77,133,0.003,0.003,0.003
28,77,140,0.003,0.002,0.003
28,77,147,0.002,0.002,0.002
28,77,154,0.003,0.003,0.004
28,77,161,0.003,0.003,0.003
28,77,168,0.003,0.002,0.002
28,77,175,0.003,0.003,0.003
28,84,0,0.004,0.006,0.007
28,84,7,0.004,0.005,0.04
28,84,14,0.003,0.003,0.007
28,84,21,0.01,0.005,0.012
28,84,28,0.004,0.003,0.004
28,84,35,0.004,0.004,0.005
28,84,42,0.012,0.012,0.003
28,84,49,0.002,0.002,0.008
28,84,56,0.003,0.002,0.007
28,84,63,0.004,0.004,0.005
28,84,70,0.004,0.004,0.006
28,84,77,0.004,0.004,0.004
28,84,84,0.003,0.003,0.016
28,84,91,0.002,0.002,0.002
28,84,98,0.006,0.004,0.003
28,84,105,0.009,0.008,0.005
28,84,112,0.005,0.003,0.005
28,84,119,0.004,0.005,0.01
28,84,126,0.009,0.009,0.009
28,84,133,0.006,0.008,0.005
28,84,140,0.002,0.002,0.003
28,84,147,0.005,0.01,0.009
28,84,154,0.008,0.009,0.008
28,84,161,0.004,0.004,0.005
28,84,168,0.006,0.006,0.065
28,84,175,0.004,0.004,0.005
35,0,0,0.246,0.21,0.233
35,0,7,0.294,0.17,0.394
35,0,14,0.302,0.207,0.333
35,0,21,0.014,0.207,0.041
35,0,28,0.0,0.207,0.289
35,0,35,0.0,0.106,0.182
35,0,42,0.0,0.207,0.347
35,0,49,0.0,0.207,0.376
35,0,56,0.105,0.207,0.228
35,0,63,0.267,0.207,0.139
35,0,70,0.248,0.207,0.174
35,0,77,0.0,0.207,0.105
35,0,84,0.265,0.207,0.274
35,0,91,0.207,0.207,0.468
35,0,98,0.0,0.207,0.135
35,0,105,0.247,0.207,0.35
35,0,112,0.0,0.207,0.189
35,0,119,0.222,0.207,0.112
35,0,126,0.0,0.207,0.348
35,0,133,0.29,0.207,0.322
35,0,140,0.0,0.207,0.133
35,0,147,0.335,0.207,0.466
35,0,154,0.0,0.207,0.383
35,0,161,0.264,0.207,0.132
35,0,168,0.187,0.207,0.144
35,0,175,0.253,0.207,0.127
35,7,0,0.017,0.002,0.848
35,7,7,0.007,1.29,0.001
35,7,14,0.023,0.002,0.79
35,7,21,0.787,3.094,1.051
35,7,28,0.011,3.934,3.063
35,7,35,0.295,0.002,2.811
35,7,42,0.01,0.001,3.724
35,7,49,0.097,0.002,3.197
35,7,56,0.003,0.002,3.561
35,7,63,0.139,0.002,0.004
35,7,70,0.003,0.001,2.173
35,7,77,0.002,0.002,2.306
35,7,84,0.009,0.002,0.217
35,7,91,0.059,0.002,2.975
35,7,98,0.007,0.001,0.038
35,7,105,0.026,0.003,0.114
35,7,112,0.006,0.002,4.212
35,7,119,0.002,0.002,2.176
35,7,126,0.002,0.003,2.04
35,7,133,0.002,0.002,0.002
35,7,140,0.029,0.002,2.496
35,7,147,0.008,0.002,2.672
35,7,154,0.139,3.172,0.006
35,7,161,0.002,0.002,4.859
35,7,168,0.012,0.003,0.229
35,7,175,0.006,0.003,0.669
35,14,0,0.002,0.001,0.002
35,14,7,0.002,0.001,0.004
35,14,14,0.011,0.001,0.001
35,14,21,0.011,0.013,5.208
35,14,28,0.003,0.001,7.879
35,14,35,0.002,0.002,0.018
35,14,42,0.001,0.001,0.015
35,14,49,0.0,0.001,0.002
35,14,56,0.002,0.001,5.244
35,14,63,0.004,0.004,0.004
35,14,70,0.014,0.014,6.192
35,14,77,0.001,0.001,0.003
35,14,84,0.001,0.001,0.004
35,14,91,0.001,0.001,0.009
35,14,98,0.004,0.004,0.005
35,14,105,0.002,0.001,6.428
35,14,112,0.01,0.011,0.015
35,14,119,0.001,0.001,0.003
35,14,126,0.01,0.011,0.004
35,14,133,0.001,0.001,7.404
35,14,140,0.001,0.001,0.005
35,14,147,0.001,0.001,6.167
35,14,154,0.001,0.001,0.007
35,14,161,0.001,4.935,10.657
35,14,168,0.002,0.001,0.003
35,14,175,0.001,0.001,0.027
35,21,0,0.001,0.001,0.006
35,21,7,0.001,0.001,0.001
35,21,14,0.004,0.003,0.005
35,21,21,0.005,0.005,0.012
35,21,28,0.002,0.001,0.003
35,21,35,0.007,0.007,0.007
35,21,42,0.005,0.006,0.004
35,21,49,0.002,0.001,0.001
35,21,56,0.001,0.001,0.008
35,21,63,0.001,0.001,0.004
35,21,70,0.001,0.001,0.004
35,21,77,0.001,0.001,0.001
35,21,84,0.007,0.007,0.007
35,21,91,0.01,0.011,0.005
35,21,98,0.009,0.008,0.007
35,21,105,0.006,0.006,0.134
35,21,112,0.005,0.006,0.006
35,21,119,0.001,0.001,0.008
35,21,126,0.001,0.001,0.001
35,21,133,0.006,0.006,0.003
35,21,140,0.007,0.006,0.007
35,21,147,0.002,0.002,0.004
35,21,154,0.001,0.001,0.006
35,21,161,0.003,0.001,0.01
35,21,168,0.003,0.002,0.004
35,21,175,0.001,0.001,0.001
35,28,0,0.001,0.001,0.001
35,28,7,0.006,0.005,0.007
35,28,14,0.007,0.007,0.005
35,28,21,0.005,0.004,0.003
35,28,28,0.001,0.001,0.001
35,28,35,0.002,0.001,0.003
35,28,42,0.005,19.671,0.003
35,28,49,0.001,0.001,0.004
35,28,56,0.004,0.006,0.009
35,28,63,0.002,0.001,0.001
35,28,70,0.001,0.001,0.002
35,28,77,0.005,0.004,0.006
35,28,84,0.004,0.004,0.004
35,28,91,0.001,0.001,0.001
35,28,98,0.006,0.005,0.007
35,28,105,0.007,0.008,0.005
35,28,112,0.001,0.001,0.001
35,28,119,0.008,0.008,0.01
35,28,126,0.004,0.002,0.003
35,28,133,0.003,0.001,0.006
35,28,140,0.001,0.0,0.001
35,28,147,0.007,0.006,0.007
35,28,154,0.003,0.003,0.003
35,28,161,0.003,0.003,0.003
35,28,168,0.006,0.006,0.008
35,28,175,0.002,0.002,0.003
35,35,0,0.001,0.001,0.001
35,35,7,0.002,0.002,0.004
35,35,14,0.002,0.001,0.004
35,35,21,0.006,0.007,0.006
35,35,28,0.005,0.005,0.005
35,35,35,0.003,0.003,0.005
35,35,42,0.004,0.004,0.005
35,35,49,0.004,0.004,0.006
35,35,56,0.002,0.004,0.005
35,35,63,0.004,0.004,0.005
35,35,70,0.002,0.002,0.006
35,35,77,0.006,0.006,0.005
35,35,84,0.003,0.004,0.003
35,35,91,0.005,0.005,0.003
35,35,98,0.003,0.003,0.004
35,35,105,0.001,0.001,0.002
35,35,112,0.004,0.004,0.003
35,35,119,0.003,0.003,0.002
35,35,126,0.002,0.001,0.003
35,35,133,0.005,0.005,0.004
35,35,140,0.006,0.006,0.006
35,35,147,0.001,0.001,0.001
35,35,154,0.005,0.005,0.005
35,35,161,0.002,0.002,0.004
35,35,168,0.001,0.001,0.001
35,35,175,0.003,0.003,0.003
35,42,0,0.002,0.001,0.001
35,42,7,0.005,0.005,0.004
35,42,14,0.002,0.001,0.004
35,42,21,0.001,0.001,0.002
35,42,28,0.003,0.003,0.003
35,42,35,0.002,0.001,0.005
35,42,42,0.004,0.004,0.004
35,42,49,0.004,0.004,0.004
35,42,56,0.002,0.002,0.004
35,42,63,0.004,0.004,0.005
35,42,70,0.003,0.003,0.003
35,42,77,0.004,0.004,0.004
35,42,84,0.005,0.005,0.004
35,42,91,0.004,0.004,0.003
35,42,98,0.005,0.005,0.006
35,42,105,0.005,0.007,0.007
35,42,112,0.004,0.004,0.003
35,42,119,0.003,0.003,0.005
35,42,126,0.003,0.003,0.004
35,42,133,0.002,0.002,0.001
35,42,140,0.004,0.004,0.004
35,42,147,0.001,0.001,0.002
35,42,154,0.003,0.003,0.002
35,42,161,0.005,0.004,0.005
35,42,168,0.003,0.003,0.004
35,42,175,0.003,0.005,0.005
35,49,0,0.001,0.001,0.002
35,49,7,0.005,0.005,0.005
35,49,14,0.004,0.004,0.003
35,49,21,0.004,0.005,0.004
35,49,28,0.004,0.004,0.003
35,49,35,0.005,0.005,0.004
35,49,42,0.003,0.003,0.004
35,49,49,0.004,0.004,0.005
35,49,56,0.003,0.003,0.003
35,49,63,0.004,0.004,0.004
35,49,70,0.003,0.003,0.003
35,49,77,0.003,0.004,0.012
35,49,84,0.004,0.004,0.004
35,49,91,0.001,0.001,0.001
35,49,98,0.004,0.004,0.004
35,49,105,0.004,0.004,0.004
35,49,112,0.003,0.003,0.003
35,49,119,0.003,0.004,0.004
35,49,126,0.003,0.003,0.004
35,49,133,0.005,0.005,0.005
35,49,140,0.004,0.004,0.004
35,49,147,0.003,0.002,0.002
35,49,154,0.004,0.004,0.004
35,49,161,0.004,0.004,0.004
35,49,168,0.004,0.003,0.004
35,49,175,0.003,0.004,0.003
35,56,0,0.003,0.003,0.002
35,56,7,0.004,0.004,0.005
35,56,14,0.003,0.003,0.003
35,56,21,0.004,0.003,0.003
35,56,28,0.003,0.003,0.004
35,56,35,0.004,0.004,0.004
35,56,42,0.003,0.003,0.003
35,56,49,0.004,0.004,0.003
35,56,56,0.003,0.003,0.003
35,56,63,0.003,0.003,0.004
35,56,70,0.003,0.003,0.003
35,56,77,0.004,0.004,0.003
35,56,84,0.003,0.003,0.003
35,56,91,0.005,0.004,0.004
35,56,98,0.004,0.004,0.004
35,56,105,0.003,0.004,0.004
35,56,112,0.003,0.003,0.004
35,56,119,0.002,0.003,0.002
35,56,126,0.003,0.003,0.003
35,56,133,0.004,0.004,0.003
35,56,140,0.003,0.002,0.003
35,56,147,0.003,0.003,0.003
35,56,154,0.004,0.004,0.004
35,56,161,0.004,0.004,0.003
35,56,168,0.003,0.003,0.003
35,56,175,0.002,0.002,0.002
35,63,0,0.003,0.003,0.003
35,63,7,0.003,0.003,0.002
35,63,14,0.003,0.003,0.003
35,63,21,0.003,0.003,0.004
35,63,28,0.003,0.002,0.002
35,63,35,0.004,0.003,0.004
35,63,42,0.003,0.003,0.003
35,63,49,0.003,0.004,0.003
35,63,56,0.002,0.002,0.002
35,63,63,0.003,0.003,0.003
35,63,70,0.002,0.002,0.003
35,63,77,0.003,0.003,0.003
35,63,84,0.003,0.004,0.003
35,63,91,0.002,0.002,0.002
35,63,98,0.003,0.003,0.003
35,63,105,0.003,0.003,0.004
35,63,112,0.004,0.004,0.004
35,63,119,0.004,0.004,0.003
35,63,126,0.003,0.003,0.003
35,63,133,0.003,0.003,0.004
35,63,140,0.004,0.004,0.004
35,63,147,0.003,0.003,0.003
35,63,154,0.004,0.004,0.004
35,63,161,0.003,0.004,0.003
35,63,168,0.003,0.003,0.004
35,63,175,0.004,0.003,0.003
35,70,0,0.002,0.002,0.003
35,70,7,0.003,0.003,0.003
35,70,14,0.003,0.003,0.002
35,70,21,0.004,0.004,0.004
35,70,28,0.004,0.004,0.003
35,70,35,0.003,0.003,0.004
35,70,42,0.003,0.003,0.004
35,70,49,0.002,0.002,0.002
35,70,56,0.003,0.003,0.003
35,70,63,0.003,0.003,0.003
35,70,70,0.003,0.004,0.004
35,70,77,0.003,0.003,0.003
35,70,84,0.004,0.003,0.003
35,70,91,0.003,0.004,0.004
35,70,98,0.003,0.003,0.003
35,70,105,0.003,0.003,0.004
35,70,112,0.004,0.004,0.004
35,70,119,0.003,0.003,0.004
35,70,126,0.003,0.003,0.003
35,70,133,0.003,0.003,0.003
35,70,140,0.003,0.002,0.003
35,70,147,0.003,0.003,0.003
35,70,154,0.004,0.003,0.003
35,70,161,0.004,0.004,0.004
35,70,168,0.003,0.003,0.003
35,70,175,0.003,0.003,0.004
35,77,0,0.002,0.002,0.003
35,77,7,0.003,0.003,0.004
35,77,14,0.003,0.003,0.003
35,77,21,0.004,0.004,0.004
35,77,28,0.004,0.003,0.003
35,77,35,0.003,0.003,0.003
35,77,42,0.003,0.003,0.003
35,77,49,0.004,0.002,0.005
35,77,56,0.003,0.003,0.003
35,77,63,0.003,0.003,0.003
35,77,70,0.004,0.004,0.003
35,77,77,0.002,0.002,0.002
35,77,84,0.003,0.003,0.003
35,77,91,0.003,0.003,0.003
35,77,98,0.002,0.002,0.003
35,77,105,0.003,0.003,0.004
35,77,112,0.003,0.004,0.003
35,77,119,0.003,0.003,0.003
35,77,126,0.003,0.003,0.003
35,77,133,0.003,0.003,0.003
35,77,140,0.003,0.003,0.007
35,77,147,0.003,0.003,0.004
35,77,154,0.003,0.003,0.003
35,77,161,0.003,0.003,0.003
35,77,168,0.003,0.003,0.003
35,77,175,0.003,0.003,0.003
35,84,0,0.002,0.003,0.002
35,84,7,0.004,0.003,0.003
35,84,14,0.003,0.004,0.005
35,84,21,0.006,0.005,0.009
35,84,28,0.003,0.003,0.005
35,84,35,0.003,0.003,0.003
35,84,42,0.005,0.005,0.006
35,84,49,0.003,0.003,0.004
35,84,56,0.004,0.003,0.003
35,84,63,0.005,0.005,0.006
35,84,70,0.004,0.004,0.003
35,84,77,0.004,0.004,0.003
35,84,84,0.004,0.004,0.004
35,84,91,0.005,0.005,0.005
35,84,98,0.004,0.004,0.005
35,84,105,0.003,0.003,0.008
35,84,112,0.003,0.003,0.002
35,84,119,0.003,0.003,0.002
35,84,126,0.005,0.005,0.009
35,84,133,0.005,0.005,0.01
35,84,140,0.005,0.004,0.011
35,84,147,0.006,0.007,0.004
35,84,154,0.006,0.008,0.005
35,84,161,0.003,0.003,0.002
35,84,168,0.002,0.003,0.004
35,84,175,0.007,0.007,0.011
42,0,0,0.0,0.207,0.186
42,0,7,0.0,0.149,0.025
42,0,14,0.0,0.207,0.413
42,0,21,0.306,0.113,0.419
42,0,28,0.0,0.207,0.216
42,0,35,0.0,0.207,0.074
42,0,42,0.0,0.207,0.172
42,0,49,0.0,0.207,0.328
42,0,56,0.0,0.207,0.313
42,0,63,0.28,0.207,0.215
42,0,70,0.364,0.207,0.187
42,0,77,0.0,0.207,0.409
42,0,84,0.183,0.207,0.42
42,0,91,0.0,0.207,0.294
42,0,98,0.0,0.207,0.028
42,0,105,0.0,0.207,0.131
42,0,112,0.396,0.207,0.525
42,0,119,0.0,0.207,0.19
42,0,126,0.0,0.207,0.107
42,0,133,0.0,0.099,0.125
42,0,140,0.0,0.207,0.247
42,0,147,0.0,0.207,0.168
42,0,154,0.0,0.207,0.228
42,0,161,0.215,0.181,0.169
42,0,168,0.079,0.207,0.192
42,0,175,0.0,0.216,0.053
42,7,0,0.003,0.003,1.731
42,7,7,0.178,1.152,1.34
42,7,14,0.009,0.002,0.048
42,7,21,0.002,0.002,2.585
42,7,28,0.003,0.003,0.027
42,7,35,0.002,0.002,4.376
42,7,42,0.007,0.002,3.144
42,7,49,0.004,0.003,0.487
42,7,56,0.148,0.002,0.67
42,7,63,0.015,0.003,2.79
42,7,70,0.002,0.001,0.022
42,7,77,0.31,0.002,0.01
42,7,84,0.007,0.002,3.323
42,7,91,0.005,0.003,1.615
42,7,98,0.004,0.002,0.546
42,7,105,0.003,0.002,0.212
42,7,112,0.001,0.002,0.597
42,7,119,0.002,0.002,0.357
42,7,126,0.006,0.003,1.482
42,7,133,0.003,0.002,1.177
42,7,140,0.001,0.002,1.452
42,7,147,0.018,0.003,2.457
42,7,154,0.003,3.363,3.392
42,7,161,0.021,0.002,1.492
42,7,168,0.031,0.003,2.32
42,7,175,0.003,0.003,3.498
42,14,0,0.001,0.001,0.005
42,14,7,0.001,0.001,2.288
42,14,14,0.002,0.001,0.022
42,14,21,0.015,0.016,0.014
42,14,28,0.001,0.001,0.005
42,14,35,0.013,0.013,0.011
42,14,42,0.001,0.001,0.014
42,14,49,0.003,0.001,0.005
42,14,56,0.001,0.001,0.038
42,14,63,0.002,0.001,0.002
42,14,70,0.011,0.011,7.407
42,14,77,0.002,0.001,0.002
42,14,84,0.0,0.001,0.037
42,14,91,0.011,0.001,9.3
42,14,98,0.001,0.001,0.028
42,14,105,0.003,0.001,9.059
42,14,112,0.008,0.005,0.013
42,14,119,0.001,0.002,5.221
42,14,126,0.005,0.004,0.016
42,14,133,0.002,0.001,0.001
42,14,140,0.001,0.001,0.002
42,14,147,0.0,0.001,0.017
42,14,154,0.003,0.002,0.007
42,14,161,0.007,5.408,5.395
42,14,168,0.001,0.001,0.003
42,14,175,0.008,1.418,0.018
42,21,0,0.001,0.001,0.004
42,21,7,0.002,0.001,0.004
42,21,14,0.004,0.001,0.001
42,21,21,0.007,0.008,0.006
42,21,28,0.011,0.012,0.008
42,21,35,0.004,0.004,0.011
42,21,42,0.003,0.004,0.007
42,21,49,0.001,0.001,0.003
42,21,56,0.003,0.001,0.004
42,21,63,0.0,0.001,0.002
42,21,70,0.002,0.001,0.006
42,21,77,0.001,0.002,0.003
42,21,84,0.009,0.006,0.01
42,21,91,0.005,0.005,12.031
42,21,98,0.011,0.01,0.016
42,21,105,0.001,0.001,0.001
42,21,112,0.007,0.005,0.003
42,21,119,0.001,0.001,0.002
42,21,126,0.0,0.0,0.001
42,21,133,0.002,0.001,0.001
42,21,140,0.007,0.008,0.006
42,21,147,0.007,0.008,0.008
42,21,154,0.007,0.007,0.005
42,21,161,0.003,0.002,0.003
42,21,168,0.002,0.003,0.005
42,21,175,0.002,2.065,0.001
42,28,0,0.001,0.0,0.002
42,28,7,0.008,4.248,0.009
42,28,14,0.003,0.002,0.006
42,28,21,0.001,11.772,0.005
42,28,28,0.005,0.005,0.005
42,28,35,0.002,0.001,0.002
42,28,42,0.001,0.001,0.002
42,28,49,0.002,0.001,0.006
42,28,56,0.006,0.006,0.005
42,28,63,0.001,0.001,0.006
42,28,70,0.007,0.007,0.006
42,28,77,0.001,0.002,0.002
42,28,84,0.001,0.001,0.001
42,28,91,0.006,0.007,0.005
42,28,98,0.008,0.009,0.006
42,28,105,0.007,0.007,0.008
42,28,112,0.004,0.004,0.003
42,28,119,0.005,0.005,0.007
42,28,126,0.003,0.004,0.004
42,28,133,0.001,0.001,0.003
42,28,140,0.001,0.001,0.003
42,28,147,0.005,0.003,0.007
42,28,154,0.006,0.005,0.005
42,28,161,0.001,0.001,0.0
42,28,168,0.008,0.009,0.009
42,28,175,0.002,0.002,0.005
42,35,0,0.002,0.002,0.002
42,35,7,0.005,0.005,0.002
42,35,14,0.006,0.006,0.005
42,35,21,0.001,0.001,0.003
42,35,28,0.008,0.008,0.007
42,35,35,0.002,0.001,0.004
42,35,42,0.006,0.005,0.007
42,35,49,0.001,0.001,0.001
42,35,56,0.005,0.005,0.006
42,35,63,0.0,0.0,0.001
42,35,70,0.006,0.006,0.007
42,35,77,0.003,0.003,0.004
42,35,84,0.002,0.002,0.002
42,35,91,0.004,0.005,0.007
42,35,98,0.005,0.005,0.007
42,35,105,0.007,0.007,0.005
42,35,112,0.002,0.002,0.003
42,35,119,0.005,0.003,0.003
42,35,126,0.005,0.005,0.004
42,35,133,0.006,0.006,0.004
42,35,140,0.006,0.006,0.002
42,35,147,0.003,0.003,0.003
42,35,154,0.006,0.006,0.006
42,35,161,0.006,0.006,0.003
42,35,168,0.003,0.002,0.002
42,35,175,0.002,0.001,0.002
42,42,0,0.002,0.001,0.003
42,42,7,0.004,0.003,0.006
42,42,14,0.005,0.005,0.004
42,42,21,0.004,0.004,0.004
42,42,28,0.003,0.003,0.004
42,42,35,0.005,0.006,0.005
42,42,42,0.006,0.006,0.005
42,42,49,0.002,0.002,0.003
42,42,56,0.002,0.002,0.002
42,42,63,0.003,0.003,0.004
42,42,70,0.005,0.005,0.006
42,42,77,0.004,0.004,0.003
42,42,84,0.001,0.001,0.003
42,42,91,0.003,0.003,0.003
42,42,98,0.006,0.006,0.005
42,42,105,0.005,0.006,0.005
42,42,112,0.005,0.005,0.005
42,42,119,0.005,0.005,0.003
42,42,126,0.004,0.004,0.004
42,42,133,0.005,0.005,0.004
42,42,140,0.003,0.003,0.001
42,42,147,0.005,0.004,0.003
42,42,154,0.004,0.004,0.004
42,42,161,0.002,0.002,0.003
42,42,168,0.003,0.003,0.004
42,42,175,0.002,0.002,0.001
42,49,0,0.002,0.001,0.003
42,49,7,0.004,0.004,0.004
42,49,14,0.002,0.002,0.003
42,49,21,0.005,0.005,0.005
42,49,28,0.005,0.004,0.004
42,49,35,0.003,0.003,0.003
42,49,42,0.004,0.004,0.004
42,49,49,0.003,0.003,0.003
42,49,56,0.005,0.004,0.004
42,49,63,0.005,0.005,0.003
42,49,70,0.004,0.004,0.003
42,49,77,0.005,0.005,0.004
42,49,84,0.005,0.005,0.004
42,49,91,0.004,0.004,0.004
42,49,98,0.005,0.005,0.003
42,49,105,0.003,0.003,0.003
42,49,112,0.005,0.005,0.004
42,49,119,0.004,0.005,0.005
42,49,126,0.004,0.004,0.004
42,49,133,0.004,0.004,0.004
42,49,140,0.004,0.004,0.002
42,49,147,0.004,0.004,0.003
42,49,154,0.002,0.002,0.003
42,49,161,0.004,0.004,0.004
42,49,168,0.003,0.003,0.003
42,49,175,0.003,0.003,0.003
42,56,0,0.003,0.003,0.002
42,56,7,0.004,0.004,0.004
42,56,14,0.003,0.003,0.003
42,56,21,0.003,0.004,0.002
42,56,28,0.003,0.003,0.001
42,56,35,0.003,0.003,0.003
42,56,42,0.003,0.003,0.002
42,56,49,0.003,0.003,0.003
42,56,56,0.004,0.004,0.004
42,56,63,0.004,0.003,0.004
42,56,70,0.004,0.004,0.004
42,56,77,0.005,0.004,0.004
42,56,84,0.004,0.003,0.003
42,56,91,0.003,0.003,0.003
42,56,98,0.003,0.003,0.003
42,56,105,0.001,0.002,0.001
42,56,112,0.004,0.004,0.003
42,56,119,0.003,0.004,0.003
42,56,126,0.004,0.004,0.004
42,56,133,0.003,0.003,0.003
42,56,140,0.003,0.004,0.003
42,56,147,0.004,0.004,0.004
42,56,154,0.003,0.002,0.003
42,56,161,0.003,0.003,0.004
42,56,168,0.004,0.004,0.003
42,56,175,0.004,0.004,0.003
42,63,0,0.003,0.003,0.003
42,63,7,0.003,0.003,0.004
42,63,14,0.003,0.003,0.003
42,63,21,0.003,0.003,0.003
42,63,28,0.004,0.004,0.004
42,63,35,0.004,0.004,0.003
42,63,42,0.003,0.003,0.003
42,63,49,0.004,0.004,0.004
42,63,56,0.004,0.004,0.003
42,63,63,0.003,0.003,0.004
42,63,70,0.003,0.003,0.003
42,63,77,0.003,0.003,0.003
42,63,84,0.003,0.003,0.003
42,63,91,0.004,0.004,0.003
42,63,98,0.003,0.003,0.003
42,63,105,0.003,0.003,0.003
42,63,112,0.003,0.003,0.003
42,63,119,0.003,0.003,0.003
42,63,126,0.004,0.004,0.003
42,63,133,0.002,0.001,0.002
42,63,140,0.002,0.002,0.003
42,63,147,0.003,0.003,0.002
42,63,154,0.002,0.002,0.003
42,63,161,0.003,0.003,0.003
42,63,168,0.003,0.002,0.003
42,63,175,0.002,0.002,0.002
42,70,0,0.003,0.003,0.003
42,70,7,0.004,0.003,0.003
42,70,14,0.003,0.003,0.003
42,70,21,0.003,0.003,0.003
42,70,28,0.003,0.003,0.003
42,70,35,0.003,0.003,0.003
42,70,42,0.004,0.004,0.003
42,70,49,0.003,0.003,0.003
42,70,56,0.004,0.003,0.003
42,70,63,0.002,0.002,0.003
42,70,70,0.003,0.003,0.003
42,70,77,0.004,0.003,0.003
42,70,84,0.004,0.004,0.003
42,70,91,0.004,0.004,0.004
42,70,98,0.003,0.003,0.003
42,70,105,0.003,0.003,0.002
42,70,112,0.003,0.003,0.003
42,70,119,0.003,0.003,0.003
42,70,126,0.003,0.003,0.003
42,70,133,0.004,0.003,0.002
42,70,140,0.003,0.003,0.003
42,70,147,0.003,0.003,0.003
42,70,154,0.002,0.003,0.002
42,70,161,0.003,0.003,0.004
42,70,168,0.003,0.003,0.003
42,70,175,0.003,0.003,0.003
42,77,0,0.004,0.003,0.003
42,77,7,0.003,0.003,0.006
42,77,14,0.003,0.002,0.003
42,77,21,0.004,0.004,0.006
42,77,28,0.003,0.003,0.003
42,77,35,0.003,0.003,0.003
42,77,42,0.004,0.004,0.004
42,77,49,0.002,0.002,0.002
42,77,56,0.003,0.003,0.003
