Euler1,Euler2,Euler3,azimuth360,azimuth270,azimuth180,azimuth90
21,63,91,0.002,0.005,0.003,0.009
21,63,98,0.003,0.003,0.003,0.009
21,63,105,0.004,0.005,0.005,0.007
21,63,112,0.002,0.003,0.003,0.002
21,63,119,0.004,0.004,0.003,0.004
21,63,126,0.004,0.003,0.006,0.003
21,63,133,0.001,0.003,0.003,0.001
21,63,140,0.004,0.003,0.003,0.001
21,63,147,0.004,0.002,0.004,0.002
21,63,154,0.002,0.005,0.003,0.001
21,63,161,0.003,0.002,0.006,0.001
21,63,168,0.004,0.002,0.003,0.003
21,63,175,0.002,0.003,0.003,0.005
21,70,0,0.003,0.001,0.002,0.006
21,70,7,0.003,0.004,0.003,0.014
21,70,14,0.003,0.004,0.004,0.013
21,70,21,0.003,0.002,0.003,0.013
21,70,28,0.003,0.004,0.004,0.004
21,70,35,0.004,0.004,0.003,0.005
21,70,42,0.003,0.002,0.002,0.012
21,70,49,0.002,0.003,0.002,0.02
21,70,56,0.003,0.005,0.002,0.011
21,70,63,0.002,0.002,0.002,0.005
21,70,70,0.003,0.005,0.003,0.006
21,70,77,0.003,0.003,0.003,0.01
21,70,84,0.003,0.003,0.004,0.007
21,70,91,0.003,0.003,0.003,0.006
21,70,98,0.003,0.003,0.003,0.009
21,70,105,0.003,0.003,0.003,0.007
21,70,112,0.002,0.003,0.004,0.004
21,70,119,0.004,0.005,0.004,0.006
21,70,126,0.002,0.003,0.004,0.002
21,70,133,0.003,0.003,0.004,0.002
21,70,140,0.002,0.001,0.002,0.001
21,70,147,0.003,0.002,0.003,0.001
21,70,154,0.002,0.002,0.002,0.001
21,70,161,0.003,0.003,0.004,0.001
21,70,168,0.003,0.004,0.003,0.001
21,70,175,0.003,0.002,0.003,0.008
21,77,0,0.002,0.002,0.002,0.02
21,77,7,0.004,0.001,0.004,0.022
21,77,14,0.001,0.005,0.002,0.014
21,77,21,0.002,0.002,0.002,0.008
21,77,28,0.003,0.003,0.004,0.005
21,77,35,0.002,0.003,0.002,0.009
21,77,42,0.003,0.003,0.004,0.035
21,77,49,0.004,0.003,0.001,0.013
21,77,56,0.002,0.005,0.003,0.022
21,77,63,0.002,0.005,0.001,0.002
21,77,70,0.003,0.002,0.004,0.007
21,77,77,0.002,0.004,0.002,0.009
21,77,84,0.004,0.002,0.005,0.009
21,77,91,0.003,0.004,0.001,0.006
21,77,98,0.002,0.003,0.003,0.011
21,77,105,0.004,0.004,0.002,0.007
21,77,112,0.002,0.003,0.003,0.007
21,77,119,0.002,0.002,0.002,0.002
21,77,126,0.003,0.004,0.004,0.001
21,77,133,0.002,0.001,0.001,0.002
21,77,140,0.003,0.003,0.004,0.003
21,77,147,0.003,0.002,0.002,0.003
21,77,154,0.002,0.003,0.002,0.001
21,77,161,0.003,0.002,0.005,0.003
21,77,168,0.003,0.005,0.004,0.004
21,77,175,0.002,0.001,0.002,0.013
21,84,0,0.003,0.003,0.003,0.048
21,84,7,0.007,0.008,0.003,0.046
21,84,14,0.003,0.004,0.004,0.024
21,84,21,0.014,0.003,0.006,0.012
21,84,28,0.004,0.005,0.004,0.02
21,84,35,0.002,0.005,0.002,0.03
21,84,42,0.009,0.007,0.002,0.036
21,84,49,0.005,0.004,0.002,0.05
21,84,56,0.004,0.004,0.004,0.032
21,84,63,0.002,0.003,0.002,0.007
21,84,70,0.008,0.004,0.002,0.017
21,84,77,0.002,0.008,0.011,0.01
21,84,84,0.007,0.01,0.005,0.015
21,84,91,0.005,0.003,0.003,0.011
21,84,98,0.003,0.013,0.003,0.022
21,84,105,0.003,0.005,0.008,0.023
21,84,112,0.002,0.003,0.004,0.007
21,84,119,0.003,0.005,0.004,0.002
21,84,126,0.002,0.002,0.001,0.013
21,84,133,0.015,0.004,0.009,0.016
21,84,140,0.004,0.005,0.005,0.01
21,84,147,0.004,0.005,0.006,0.004
21,84,154,0.006,0.002,0.003,0.008
21,84,161,0.004,0.002,0.003,0.013
21,84,168,0.005,0.004,0.002,0.006
21,84,175,0.005,0.003,0.002,0.029
28,0,0,0.0,0.0,0.0,0.0
28,0,7,0.0,0.31,0.0,0.134
28,0,14,0.0,0.0,0.0,0.54
28,0,21,0.0,0.0,0.0,0.0
28,0,28,0.0,0.0,0.285,0.142
28,0,35,0.0,0.0,0.0,0.166
28,0,42,0.241,0.0,0.0,0.0
28,0,49,0.0,0.123,0.0,0.0
28,0,56,0.142,0.0,0.0,0.0
28,0,63,0.24,0.139,0.292,0.368
28,0,70,0.0,0.219,0.242,0.0
28,0,77,0.233,0.0,0.085,0.258
28,0,84,0.246,0.0,0.0,0.0
28,0,91,0.249,0.328,0.0,0.0
28,0,98,0.289,0.349,0.0,0.27
28,0,105,0.0,0.323,0.0,0.0
28,0,112,0.0,0.395,0.358,0.0
28,0,119,0.276,0.296,0.335,0.0
28,0,126,0.0,0.0,0.0,0.282
28,0,133,0.0,0.198,0.0,0.255
28,0,140,0.0,0.203,0.391,0.0
28,0,147,0.0,0.251,0.348,0.272
28,0,154,0.0,0.294,0.0,0.0
28,0,161,0.185,0.0,0.0,0.0
28,0,168,0.0,0.272,0.0,0.0
28,0,175,0.442,0.0,0.0,0.0
28,7,0,0.09,0.003,0.008,0.047
28,7,7,0.005,0.002,0.334,1.61
28,7,14,0.026,2.07,0.047,0.058
28,7,21,0.092,0.009,0.004,0.952
28,7,28,0.012,0.889,0.017,0.025
28,7,35,0.047,0.009,0.002,0.012
28,7,42,0.015,0.002,0.005,0.051
28,7,49,0.009,0.463,0.008,0.408
28,7,56,0.028,0.074,0.225,0.709
28,7,63,0.399,0.034,0.004,0.731
28,7,70,0.044,0.004,0.004,0.7
28,7,77,0.005,0.022,0.003,0.015
28,7,84,0.004,0.023,0.002,0.003
28,7,91,0.016,0.002,0.224,0.359
28,7,98,0.002,0.002,0.003,0.003
28,7,105,0.085,0.004,0.003,0.114
28,7,112,0.011,0.008,0.025,0.001
28,7,119,0.003,0.003,0.001,0.004
28,7,126,0.005,0.002,0.004,0.003
28,7,133,0.002,0.004,0.463,0.027
28,7,140,0.001,0.421,0.008,0.07
28,7,147,0.003,0.0,0.003,0.115
28,7,154,0.014,0.062,0.002,0.106
28,7,161,0.464,0.002,0.013,0.005
28,7,168,0.03,0.004,0.021,0.035
28,7,175,0.002,0.084,0.009,0.239
28,14,0,0.001,0.012,0.001,0.001
28,14,7,0.002,0.001,0.002,0.009
28,14,14,0.002,0.003,0.002,0.529
28,14,21,0.01,0.001,0.002,0.02
28,14,28,0.0,0.0,0.001,0.007
28,14,35,0.002,0.001,0.001,0.002
28,14,42,0.007,0.003,0.001,0.002
28,14,49,0.002,0.002,0.001,0.004
28,14,56,0.002,0.007,0.001,0.002
28,14,63,0.002,0.003,0.001,0.002
28,14,70,0.003,0.003,0.001,0.452
28,14,77,0.002,0.001,0.002,0.002
28,14,84,0.002,0.001,0.001,0.027
28,14,91,0.001,0.001,0.001,0.002
28,14,98,0.001,0.001,0.001,0.002
28,14,105,0.001,0.001,0.001,0.005
28,14,112,0.009,0.004,0.002,0.002
28,14,119,0.006,0.001,0.004,0.001
28,14,126,0.007,0.001,0.002,0.002
28,14,133,0.001,0.001,0.002,0.002
28,14,140,0.001,0.014,0.009,0.003
28,14,147,0.001,0.004,0.001,0.001
28,14,154,0.001,0.009,0.001,0.008
28,14,161,0.003,0.0,0.002,0.001
28,14,168,0.002,0.001,0.001,0.001
28,14,175,0.003,0.004,0.001,0.002
28,21,0,0.003,0.001,0.006,0.022
28,21,7,0.002,0.002,0.001,0.013
28,21,14,0.002,0.001,0.0,0.01
28,21,21,0.0,0.008,0.002,0.029
28,21,28,0.001,0.005,0.001,0.005
28,21,35,0.006,0.004,0.001,0.006
28,21,42,0.001,0.001,0.001,0.001
28,21,49,0.003,0.006,0.009,0.002
28,21,56,0.002,0.004,0.001,0.002
28,21,63,0.003,0.001,0.001,0.013
28,21,70,0.004,0.005,0.007,0.007
28,21,77,0.001,0.001,0.001,0.02
28,21,84,0.008,0.018,0.001,0.017
28,21,91,0.004,0.009,0.0,0.001
28,21,98,0.011,0.008,0.007,0.011
28,21,105,0.002,0.02,0.002,0.011
28,21,112,0.002,0.004,0.004,0.001
28,21,119,0.001,0.001,0.001,0.001
28,21,126,0.001,0.001,0.004,0.005
28,21,133,0.001,0.001,0.005,0.016
28,21,140,0.003,0.006,0.003,0.001
28,21,147,0.003,0.005,0.002,0.005
28,21,154,0.003,0.004,0.003,0.001
28,21,161,0.005,0.002,0.001,0.005
28,21,168,0.002,0.001,0.001,0.001
28,21,175,0.018,0.002,0.002,0.001
28,28,0,0.002,0.0,0.001,0.0
28,28,7,0.002,0.006,0.006,0.017
28,28,14,0.004,0.007,0.007,0.007
28,28,21,0.002,0.008,0.007,0.009
28,28,28,0.001,0.004,0.006,0.024
28,28,35,0.008,0.007,0.009,0.006
28,28,42,0.001,0.001,0.001,0.001
28,28,49,0.005,0.012,0.004,0.011
28,28,56,0.006,0.007,0.01,0.01
28,28,63,0.001,0.006,0.001,0.021
28,28,70,0.005,0.008,0.003,0.01
28,28,77,0.01,0.002,0.01,0.018
28,28,84,0.0,0.009,0.004,0.008
28,28,91,0.002,0.005,0.003,0.003
28,28,98,0.004,0.004,0.005,0.014
28,28,105,0.005,0.009,0.008,0.011
28,28,112,0.004,0.003,0.001,0.005
28,28,119,0.004,0.001,0.004,0.022
28,28,126,0.004,0.007,0.007,0.003
28,28,133,0.002,0.005,0.005,0.001
28,28,140,0.003,0.001,0.002,0.001
28,28,147,0.008,0.004,0.006,0.001
28,28,154,0.001,0.006,0.006,0.003
28,28,161,0.004,0.001,0.001,0.001
28,28,168,0.009,0.004,0.005,0.005
28,28,175,0.001,0.008,0.007,0.002
28,35,0,0.005,0.002,0.001,0.012
28,35,7,0.007,0.004,0.004,0.014
28,35,14,0.005,0.004,0.006,0.016
28,35,21,0.004,0.005,0.003,0.005
28,35,28,0.001,0.005,0.003,0.007
28,35,35,0.001,0.006,0.006,0.013
28,35,42,0.005,0.003,0.003,0.015
28,35,49,0.002,0.005,0.007,0.005
28,35,56,0.003,0.006,0.008,0.007
28,35,63,0.002,0.001,0.004,0.005
28,35,70,0.007,0.005,0.005,0.011
28,35,77,0.004,0.012,0.006,0.015
28,35,84,0.005,0.008,0.001,0.005
28,35,91,0.002,0.001,0.002,0.008
28,35,98,0.006,0.006,0.001,0.011
28,35,105,0.006,0.007,0.007,0.01
28,35,112,0.005,0.002,0.005,0.002
28,35,119,0.006,0.006,0.007,0.007
28,35,126,0.002,0.009,0.007,0.002
28,35,133,0.001,0.002,0.007,0.001
28,35,140,0.003,0.0,0.009,0.002
28,35,147,0.001,0.006,0.006,0.001
28,35,154,0.003,0.003,0.003,0.001
28,35,161,0.003,0.001,0.001,0.001
28,35,168,0.001,0.005,0.001,0.002
28,35,175,0.004,0.006,0.005,0.009
28,42,0,0.003,0.004,0.001,0.001
28,42,7,0.006,0.004,0.004,0.017
28,42,14,0.003,0.001,0.002,0.015
28,42,21,0.005,0.005,0.003,0.005
28,42,28,0.005,0.004,0.005,0.016
28,42,35,0.003,0.005,0.004,0.002
28,42,42,0.005,0.004,0.004,0.004
28,42,49,0.004,0.006,0.005,0.007
28,42,56,0.005,0.006,0.003,0.007
28,42,63,0.004,0.005,0.004,0.006
28,42,70,0.005,0.005,0.005,0.009
28,42,77,0.005,0.006,0.005,0.005
28,42,84,0.004,0.003,0.005,0.008
28,42,91,0.006,0.004,0.008,0.014
28,42,98,0.005,0.005,0.003,0.007
28,42,105,0.002,0.007,0.006,0.009
28,42,112,0.003,0.003,0.003,0.008
28,42,119,0.003,0.005,0.005,0.006
28,42,126,0.002,0.001,0.002,0.001
28,42,133,0.004,0.005,0.004,0.004
28,42,140,0.002,0.003,0.003,0.001
28,42,147,0.005,0.005,0.004,0.002
28,42,154,0.005,0.001,0.004,0.002
28,42,161,0.001,0.006,0.005,0.001
28,42,168,0.006,0.005,0.005,0.002
28,42,175,0.001,0.002,0.001,0.005
28,49,0,0.004,0.005,0.005,0.016
28,49,7,0.004,0.002,0.002,0.007
28,49,14,0.003,0.004,0.003,0.016
28,49,21,0.002,0.003,0.004,0.016
28,49,28,0.002,0.004,0.003,0.004
28,49,35,0.005,0.005,0.001,0.008
28,49,42,0.001,0.004,0.002,0.005
28,49,49,0.004,0.004,0.004,0.015
28,49,56,0.003,0.006,0.004,0.008
28,49,63,0.004,0.003,0.002,0.004
28,49,70,0.005,0.004,0.005,0.006
28,49,77,0.005,0.005,0.003,0.013
28,49,84,0.004,0.003,0.003,0.014
28,49,91,0.004,0.004,0.004,0.008
28,49,98,0.005,0.003,0.003,0.009
28,49,105,0.002,0.003,0.005,0.006
28,49,112,0.003,0.003,0.003,0.003
28,49,119,0.005,0.005,0.004,0.002
28,49,126,0.003,0.001,0.001,0.001
28,49,133,0.001,0.003,0.004,0.004
28,49,140,0.004,0.002,0.004,0.001
28,49,147,0.004,0.003,0.004,0.001
28,49,154,0.002,0.003,0.005,0.001
28,49,161,0.003,0.005,0.005,0.001
28,49,168,0.004,0.004,0.004,0.001
28,49,175,0.002,0.005,0.002,0.011
28,56,0,0.003,0.004,0.003,0.014
28,56,7,0.003,0.003,0.004,0.008
28,56,14,0.005,0.003,0.002,0.014
28,56,21,0.004,0.003,0.004,0.008
28,56,28,0.004,0.004,0.003,0.008
28,56,35,0.001,0.004,0.003,0.005
28,56,42,0.003,0.003,0.005,0.008
28,56,49,0.003,0.003,0.003,0.01
28,56,56,0.003,0.004,0.004,0.009
28,56,63,0.003,0.006,0.002,0.005
28,56,70,0.004,0.004,0.002,0.007
28,56,77,0.004,0.003,0.005,0.011
28,56,84,0.004,0.003,0.004,0.011
28,56,91,0.004,0.002,0.004,0.002
28,56,98,0.001,0.004,0.003,0.006
28,56,105,0.002,0.004,0.002,0.005
28,56,112,0.003,0.003,0.004,0.005
28,56,119,0.003,0.001,0.002,0.003
28,56,126,0.003,0.003,0.004,0.001
28,56,133,0.004,0.002,0.001,0.001
28,56,140,0.005,0.004,0.004,0.001
28,56,147,0.004,0.003,0.006,0.001
28,56,154,0.003,0.002,0.002,0.0
28,56,161,0.004,0.003,0.004,0.002
28,56,168,0.004,0.005,0.004,0.005
28,56,175,0.003,0.005,0.005,0.005
28,63,0,0.003,0.003,0.003,0.011
28,63,7,0.003,0.003,0.003,0.011
28,63,14,0.003,0.002,0.002,0.009
28,63,21,0.002,0.006,0.002,0.009
28,63,28,0.004,0.004,0.004,0.006
28,63,35,0.003,0.005,0.003,0.006
28,63,42,0.002,0.001,0.003,0.009
28,63,49,0.004,0.003,0.004,0.018
28,63,56,0.003,0.004,0.004,0.007
28,63,63,0.002,0.003,0.003,0.008
28,63,70,0.004,0.005,0.004,0.006
28,63,77,0.003,0.004,0.004,0.006
28,63,84,0.002,0.004,0.003,0.009
28,63,91,0.004,0.002,0.004,0.008
28,63,98,0.004,0.004,0.004,0.008
28,63,105,0.002,0.004,0.004,0.006
28,63,112,0.004,0.002,0.004,0.006
28,63,119,0.002,0.003,0.002,0.002
28,63,126,0.002,0.003,0.004,0.002
28,63,133,0.003,0.005,0.005,0.003
28,63,140,0.003,0.002,0.003,0.001
28,63,147,0.003,0.004,0.004,0.001
28,63,154,0.003,0.003,0.004,0.001
28,63,161,0.002,0.003,0.003,0.001
28,63,168,0.002,0.003,0.002,0.005
28,63,175,0.003,0.002,0.003,0.006
28,70,0,0.004,0.004,0.005,0.013
28,70,7,0.003,0.002,0.003,0.014
28,70,14,0.003,0.003,0.001,0.013
28,70,21,0.003,0.005,0.003,0.006
28,70,28,0.003,0.002,0.002,0.025
28,70,35,0.002,0.005,0.003,0.008
28,70,42,0.003,0.004,0.003,0.012
28,70,49,0.004,0.003,0.004,0.014
28,70,56,0.002,0.003,0.004,0.005
28,70,63,0.003,0.005,0.002,0.005
28,70,70,0.002,0.002,0.003,0.007
28,70,77,0.003,0.004,0.003,0.005
28,70,84,0.002,0.005,0.002,0.006
28,70,91,0.003,0.002,0.003,0.008
28,70,98,0.003,0.003,0.004,0.006
28,70,105,0.002,0.002,0.002,0.001
28,70,112,0.003,0.003,0.004,0.005
28,70,119,0.002,0.002,0.002,0.003
28,70,126,0.002,0.004,0.002,0.001
28,70,133,0.003,0.001,0.004,0.001
28,70,140,0.004,0.002,0.004,0.001
28,70,147,0.003,0.003,0.005,0.002
28,70,154,0.003,0.002,0.003,0.001
28,70,161,0.002,0.002,0.002,0.002
28,70,168,0.003,0.005,0.003,0.007
28,70,175,0.003,0.003,0.004,0.009
28,77,0,0.004,0.003,0.004,0.02
28,77,7,0.002,0.003,0.002,0.015
28,77,14,0.004,0.004,0.004,0.013
28,77,21,0.004,0.005,0.003,0.007
28,77,28,0.003,0.003,0.003,0.019
28,77,35,0.003,0.004,0.005,0.019
28,77,42,0.003,0.003,0.003,0.024
28,77,49,0.003,0.003,0.003,0.018
28,77,56,0.004,0.003,0.003,0.008
28,77,63,0.003,0.003,0.003,0.014
28,77,70,0.003,0.004,0.002,0.004
28,77,77,0.004,0.003,0.003,0.008
28,77,84,0.002,0.004,0.003,0.009
28,77,91,0.003,0.002,0.004,0.007
28,77,98,0.005,0.003,0.003,0.006
28,77,105,0.002,0.004,0.004,0.008
28,77,112,0.003,0.002,0.002,0.004
28,77,119,0.003,0.003,0.003,0.001
28,77,126,0.002,0.002,0.001,0.002
28,77,133,0.003,0.004,0.005,0.001
28,77,140,0.003,0.001,0.002,0.002
28,77,147,0.002,0.004,0.003,0.002
28,77,154,0.003,0.003,0.003,0.003
28,77,161,0.003,0.004,0.003,0.001
28,77,168,0.003,0.003,0.003,0.015
28,77,175,0.003,0.004,0.004,0.01
28,84,0,0.004,0.003,0.002,0.009
28,84,7,0.005,0.005,0.003,0.006
28,84,14,0.003,0.006,0.005,0.01
28,84,21,0.005,0.003,0.004,0.012
28,84,28,0.003,0.005,0.005,0.021
28,84,35,0.003,0.003,0.004,0.041
28,84,42,0.013,0.009,0.004,0.032
28,84,49,0.003,0.008,0.002,0.029
28,84,56,0.002,0.009,0.003,0.024
28,84,63,0.004,0.004,0.008,0.009
28,84,70,0.004,0.006,0.003,0.012
28,84,77,0.004,0.009,0.004,0.012
28,84,84,0.003,0.004,0.004,0.022
28,84,91,0.002,0.003,0.004,0.024
28,84,98,0.003,0.003,0.007,0.031
28,84,105,0.006,0.003,0.002,0.018
28,84,112,0.004,0.013,0.005,0.014
28,84,119,0.005,0.002,0.005,0.001
28,84,126,0.011,0.003,0.004,0.01
28,84,133,0.005,0.004,0.002,0.003
28,84,140,0.002,0.002,0.005,0.01
28,84,147,0.006,0.004,0.003,0.002
28,84,154,0.008,0.004,0.007,0.006
28,84,161,0.003,0.005,0.003,0.006
28,84,168,0.006,0.004,0.004,0.014
28,84,175,0.004,0.005,0.003,0.054
35,0,0,0.0,0.0,0.0,0.0
35,0,7,0.0,0.0,0.0,0.0
35,0,14,0.0,0.0,0.0,0.0
35,0,21,0.0,0.187,0.0,0.421
35,0,28,0.0,0.269,0.0,0.184
35,0,35,0.327,0.104,0.0,0.0
35,0,42,0.0,0.0,0.0,0.0
35,0,49,0.25,0.0,0.0,0.208
35,0,56,0.0,0.0,0.287,0.353
35,0,63,0.284,0.223,0.0,0.322
35,0,70,0.265,0.349,0.0,0.0
35,0,77,0.0,0.264,0.0,0.32
35,0,84,0.292,0.35,0.0,0.219
35,0,91,0.0,0.31,0.237,0.0
35,0,98,0.0,0.0,0.0,0.0
35,0,105,0.0,0.267,0.0,0.0
35,0,112,0.207,0.296,0.449,0.0
35,0,119,0.245,0.0,0.313,0.402
35,0,126,0.196,0.0,0.335,0.0
35,0,133,0.0,0.0,0.0,0.0
35,0,140,0.0,0.0,0.0,0.0
35,0,147,0.0,0.0,0.0,0.0
35,0,154,0.0,0.131,0.0,0.0
35,0,161,0.0,0.0,0.0,0.0
35,0,168,0.0,0.292,0.095,0.175
35,0,175,0.0,0.0,0.0,0.0
35,7,0,0.009,0.002,0.0,0.009
35,7,7,0.139,0.019,0.005,0.019
35,7,14,0.17,0.035,0.05,0.002
35,7,21,0.04,0.004,0.002,0.006
35,7,28,0.543,0.004,0.947,2.157
35,7,35,0.008,0.785,0.071,0.305
35,7,42,0.15,0.002,0.002,0.319
35,7,49,0.006,0.003,0.007,0.006
35,7,56,1.411,0.133,0.003,0.007
35,7,63,0.001,0.003,0.006,0.567
35,7,70,0.043,0.008,0.013,0.04
35,7,77,0.003,0.266,0.046,0.021
35,7,84,0.004,0.005,0.014,0.003
35,7,91,0.027,0.3,0.007,0.019
35,7,98,0.101,0.003,0.008,0.002
35,7,105,0.003,0.003,0.062,0.008
35,7,112,0.002,0.002,0.148,0.012
35,7,119,0.003,0.019,0.001,0.296
35,7,126,0.003,0.003,0.001,0.068
35,7,133,0.002,0.504,0.036,0.131
35,7,140,0.002,0.001,0.058,0.1
35,7,147,0.939,0.005,0.002,0.602
35,7,154,0.295,0.249,0.006,1.652
35,7,161,0.009,0.035,0.001,0.138
35,7,168,0.002,0.446,0.049,0.562
35,7,175,0.012,0.002,0.003,0.002
35,14,0,0.001,0.001,0.001,0.004
35,14,7,0.004,0.002,0.001,0.01
35,14,14,0.0,0.001,0.001,0.001
35,14,21,0.013,0.001,0.007,0.012
35,14,28,0.001,0.001,0.001,0.004
35,14,35,0.001,0.002,0.003,0.635
35,14,42,0.001,0.86,0.001,0.002
35,14,49,0.004,0.001,0.002,0.006
35,14,56,0.002,0.006,0.002,0.006
35,14,63,0.004,0.004,0.004,0.005
35,14,70,0.013,0.01,0.004,0.014
35,14,77,0.001,0.001,0.002,0.002
35,14,84,0.001,0.0,0.001,0.002
35,14,91,0.001,0.002,0.006,0.002
35,14,98,0.005,0.004,0.002,0.002
35,14,105,0.001,0.001,0.001,0.002
35,14,112,0.01,0.001,0.002,0.001
35,14,119,0.002,0.005,0.001,0.003
35,14,126,0.003,0.002,0.001,0.001
35,14,133,0.001,0.003,0.001,0.004
35,14,140,0.001,0.001,0.007,0.001
35,14,147,0.002,0.001,0.001,0.001
35,14,154,0.005,2.982,0.001,0.601
35,14,161,0.002,0.003,0.001,0.002
35,14,168,0.001,0.002,0.001,0.004
35,14,175,0.002,0.002,0.002,0.0
35,21,0,0.001,0.002,0.01,0.013
35,21,7,0.001,0.009,0.001,0.006
35,21,14,0.004,0.002,0.001,0.003
35,21,21,0.005,0.004,0.003,0.021
35,21,28,0.001,0.004,0.002,0.008
35,21,35,0.006,0.003,0.004,0.01
35,21,42,0.005,0.005,0.0,0.006
35,21,49,0.001,0.014,0.001,0.003
35,21,56,0.001,0.008,0.006,0.005
35,21,63,0.001,0.006,0.001,0.02
35,21,70,0.001,0.001,0.001,0.019
35,21,77,0.001,0.0,0.01,0.005
35,21,84,0.007,0.003,0.008,0.015
35,21,91,0.01,0.001,0.001,0.001
35,21,98,0.008,0.006,0.012,0.019
35,21,105,0.006,0.004,0.003,0.002
35,21,112,0.006,0.01,0.003,0.004
35,21,119,0.004,0.008,0.01,0.001
35,21,126,0.001,0.002,0.003,0.005
35,21,133,0.006,0.001,0.006,0.001
35,21,140,0.007,0.001,0.001,0.002
35,21,147,0.003,0.001,0.001,0.002
35,21,154,0.001,0.003,0.001,0.001
35,21,161,0.005,0.006,0.004,0.001
35,21,168,0.003,0.002,0.001,0.0
35,21,175,0.003,0.008,0.001,0.011
35,28,0,0.001,0.002,0.004,0.006
35,28,7,0.005,0.008,0.008,0.005
35,28,14,0.007,0.009,0.002,0.006
35,28,21,0.004,0.004,0.006,0.013
35,28,28,0.001,0.003,0.004,0.015
35,28,35,0.002,0.004,0.001,0.001
35,28,42,0.005,0.005,0.002,0.01
35,28,49,0.001,0.003,0.004,0.007
35,28,56,0.002,0.006,0.007,0.011
35,28,63,0.002,0.001,0.001,0.001
35,28,70,0.001,0.003,0.004,0.01
35,28,77,0.008,0.007,0.007,0.007
35,28,84,0.004,0.002,0.001,0.002
35,28,91,0.001,0.008,0.006,0.011
35,28,98,0.006,0.009,0.008,0.01
35,28,105,0.008,0.001,0.001,0.001
35,28,112,0.001,0.001,0.001,0.001
35,28,119,0.008,0.011,0.008,0.009
35,28,126,0.002,0.002,0.008,0.001
35,28,133,0.004,0.001,0.0,0.001
35,28,140,0.001,0.005,0.001,0.001
35,28,147,0.006,0.008,0.01,0.001
35,28,154,0.003,0.007,0.001,0.001
35,28,161,0.002,0.001,0.001,0.002
35,28,168,0.006,0.008,0.01,0.005
35,28,175,0.003,0.001,0.001,0.0
35,35,0,0.001,0.004,0.004,0.009
35,35,7,0.002,0.006,0.004,0.008
35,35,14,0.001,0.007,0.008,0.017
35,35,21,0.007,0.005,0.004,0.009
35,35,28,0.005,0.003,0.004,0.004
35,35,35,0.003,0.007,0.002,0.001
35,35,42,0.005,0.004,0.004,0.005
35,35,49,0.003,0.007,0.003,0.004
35,35,56,0.004,0.007,0.007,0.005
35,35,63,0.004,0.007,0.007,0.006
35,35,70,0.004,0.004,0.007,0.004
35,35,77,0.006,0.005,0.008,0.008
35,35,84,0.004,0.007,0.005,0.009
35,35,91,0.005,0.002,0.007,0.002
35,35,98,0.004,0.004,0.005,0.007
35,35,105,0.001,0.006,0.001,0.003
35,35,112,0.004,0.006,0.007,0.007
35,35,119,0.003,0.006,0.005,0.003
35,35,126,0.002,0.005,0.001,0.002
35,35,133,0.005,0.004,0.002,0.0
35,35,140,0.006,0.005,0.006,0.001
35,35,147,0.001,0.001,0.005,0.001
35,35,154,0.005,0.001,0.007,0.001
35,35,161,0.002,0.005,0.006,0.001
35,35,168,0.001,0.002,0.002,0.003
35,35,175,0.003,0.007,0.005,0.018
35,42,0,0.001,0.003,0.005,0.007
35,42,7,0.005,0.005,0.004,0.011
35,42,14,0.003,0.003,0.002,0.008
35,42,21,0.002,0.003,0.003,0.011
35,42,28,0.003,0.005,0.002,0.009
35,42,35,0.001,0.006,0.005,0.005
35,42,42,0.004,0.002,0.004,0.006
35,42,49,0.003,0.004,0.002,0.005
35,42,56,0.002,0.002,0.001,0.006
35,42,63,0.005,0.003,0.004,0.006
35,42,70,0.003,0.004,0.004,0.014
35,42,77,0.004,0.002,0.003,0.013
35,42,84,0.005,0.006,0.004,0.005
35,42,91,0.004,0.005,0.005,0.006
35,42,98,0.005,0.005,0.004,0.004
35,42,105,0.006,0.003,0.005,0.003
35,42,112,0.004,0.003,0.005,0.001
35,42,119,0.003,0.001,0.002,0.001
35,42,126,0.003,0.004,0.005,0.001
35,42,133,0.002,0.006,0.006,0.003
35,42,140,0.004,0.005,0.003,0.003
35,42,147,0.003,0.004,0.001,0.001
35,42,154,0.003,0.006,0.005,0.004
35,42,161,0.005,0.004,0.004,0.003
35,42,168,0.003,0.005,0.006,0.008
35,42,175,0.004,0.002,0.002,0.002
35,49,0,0.001,0.005,0.005,0.014
35,49,7,0.005,0.005,0.003,0.011
35,49,14,0.004,0.004,0.002,0.009
35,49,21,0.005,0.003,0.003,0.012
35,49,28,0.004,0.001,0.003,0.011
35,49,35,0.005,0.003,0.005,0.004
35,49,42,0.004,0.003,0.004,0.003
35,49,49,0.004,0.005,0.004,0.003
35,49,56,0.003,0.004,0.005,0.005
35,49,63,0.004,0.006,0.004,0.007
35,49,70,0.003,0.004,0.002,0.01
35,49,77,0.004,0.005,0.004,0.006
35,49,84,0.004,0.003,0.004,0.005
35,49,91,0.001,0.004,0.004,0.008
35,49,98,0.004,0.003,0.004,0.005
35,49,105,0.004,0.003,0.004,0.005
35,49,112,0.003,0.001,0.002,0.003
35,49,119,0.003,0.002,0.004,0.003
35,49,126,0.003,0.004,0.005,0.005
35,49,133,0.004,0.001,0.004,0.001
35,49,140,0.004,0.001,0.004,0.001
35,49,147,0.002,0.001,0.005,0.001
35,49,154,0.004,0.004,0.004,0.002
