Euler1,Euler2,Euler3,6samples,10samples,12samples,14samples,18samples
21,14,28,0.008,0.059,0.001,0.005,0.007
21,14,35,0.756,0.007,0.022,0.011,0.009
21,14,42,0.01,0.015,0.012,0.009,0.004
21,14,49,0.028,0.01,0.031,0.002,0.021
21,14,56,1.516,0.009,0.006,0.005,0.001
21,14,63,0.008,0.025,0.015,0.005,0.002
21,14,70,0.017,0.007,0.002,0.001,0.009
21,14,77,0.073,0.009,0.013,0.002,0.001
21,14,84,0.101,0.571,0.035,0.001,0.014
21,14,91,0.061,0.01,0.002,0.005,0.007
21,14,98,0.287,0.042,0.008,0.008,0.002
21,14,105,0.023,0.003,0.016,0.003,0.021
21,14,112,0.02,0.0,0.023,0.018,0.023
21,14,119,0.054,0.003,0.001,0.002,0.001
21,14,126,0.005,0.007,0.005,0.003,0.013
21,14,133,0.028,0.021,0.007,0.002,0.014
21,14,140,0.039,0.007,0.01,0.001,0.001
21,14,147,0.07,0.001,0.002,0.002,0.001
21,14,154,0.012,0.044,0.001,0.004,0.003
21,14,161,0.055,0.003,0.012,0.001,0.001
21,14,168,0.011,0.005,0.005,0.003,0.001
21,14,175,0.025,0.023,0.026,0.001,0.015
21,21,0,0.013,0.002,0.001,0.001,0.003
21,21,7,0.045,0.005,0.005,0.005,0.001
21,21,14,0.024,0.009,0.023,0.011,0.011
21,21,21,0.023,0.01,0.015,0.002,0.001
21,21,28,0.03,0.016,0.003,0.001,0.012
21,21,35,0.43,0.013,0.001,0.005,0.002
21,21,42,0.003,0.004,0.014,0.005,0.001
21,21,49,0.013,0.001,0.001,0.002,0.003
21,21,56,0.03,0.02,0.001,0.002,0.001
21,21,63,0.011,0.011,0.002,0.012,0.001
21,21,70,0.018,0.003,0.004,0.007,0.014
21,21,77,0.004,0.007,0.001,0.009,0.001
21,21,84,0.023,0.009,0.023,0.001,0.008
21,21,91,0.008,0.001,0.01,0.007,0.01
21,21,98,0.006,0.023,0.001,0.006,0.001
21,21,105,0.014,0.012,0.004,0.001,0.001
21,21,112,0.02,0.013,0.011,0.002,0.018
21,21,119,0.014,0.005,0.013,0.005,0.001
21,21,126,0.022,0.005,0.006,0.003,0.002
21,21,133,0.012,0.005,0.003,0.008,0.008
21,21,140,0.015,0.017,0.023,0.018,0.007
21,21,147,0.015,0.013,0.014,0.001,0.001
21,21,154,0.008,0.006,0.0,0.006,0.016
21,21,161,0.006,0.001,0.006,0.001,0.011
21,21,168,0.024,0.02,0.004,0.001,0.007
21,21,175,0.015,0.008,0.009,0.01,0.002
21,28,0,0.014,0.005,0.002,0.007,0.002
21,28,7,0.012,0.004,0.014,0.003,0.011
21,28,14,0.011,0.001,0.005,0.005,0.007
21,28,21,0.008,0.003,0.001,0.002,0.004
21,28,28,0.002,0.015,0.004,0.011,0.009
21,28,35,0.016,0.003,0.001,0.009,0.001
21,28,42,0.007,0.001,0.002,0.008,0.002
21,28,49,0.002,0.008,0.003,0.001,0.011
21,28,56,0.023,0.007,0.003,0.001,0.004
21,28,63,0.021,0.0,0.001,0.008,0.001
21,28,70,0.009,0.013,0.002,0.008,0.008
21,28,77,0.011,0.009,0.01,0.012,0.005
21,28,84,0.012,0.007,0.012,0.002,0.01
21,28,91,0.004,0.004,0.004,0.012,0.006
21,28,98,0.01,0.011,0.002,0.003,0.002
21,28,105,0.004,0.012,0.006,0.004,0.008
21,28,112,0.024,0.003,0.011,0.005,0.005
21,28,119,0.01,0.012,0.005,0.01,0.002
21,28,126,0.01,0.002,0.002,0.005,0.002
21,28,133,0.01,0.008,0.001,0.001,0.004
21,28,140,0.008,0.007,0.013,0.011,0.009
21,28,147,0.002,0.003,0.001,0.007,0.006
21,28,154,0.003,0.001,0.006,0.001,0.007
21,28,161,0.004,0.005,0.011,0.011,0.002
21,28,168,0.016,0.012,0.015,0.013,0.004
21,28,175,0.024,0.004,0.008,0.009,0.001
21,35,0,0.007,0.001,0.005,0.004,0.001
21,35,7,0.021,0.007,0.002,0.005,0.005
21,35,14,0.004,0.007,0.006,0.002,0.001
21,35,21,0.002,0.002,0.009,0.001,0.002
21,35,28,0.007,0.009,0.006,0.007,0.008
21,35,35,0.006,0.004,0.006,0.003,0.002
21,35,42,0.009,0.001,0.008,0.003,0.001
21,35,49,0.002,0.001,0.007,0.007,0.002
21,35,56,0.004,0.005,0.005,0.008,0.001
21,35,63,0.006,0.005,0.003,0.007,0.004
21,35,70,0.012,0.002,0.002,0.004,0.008
21,35,77,0.005,0.001,0.008,0.008,0.008
21,35,84,0.006,0.006,0.001,0.004,0.005
21,35,91,0.003,0.003,0.011,0.004,0.009
21,35,98,0.008,0.006,0.003,0.002,0.004
21,35,105,0.006,0.007,0.004,0.001,0.005
21,35,112,0.004,0.006,0.003,0.005,0.007
21,35,119,0.009,0.009,0.002,0.003,0.003
21,35,126,0.0,0.003,0.001,0.002,0.005
21,35,133,0.008,0.005,0.004,0.004,0.003
21,35,140,0.007,0.006,0.007,0.003,0.001
21,35,147,0.005,0.002,0.012,0.009,0.004
21,35,154,0.013,0.001,0.001,0.001,0.001
21,35,161,0.004,0.003,0.0,0.005,0.004
21,35,168,0.007,0.012,0.012,0.004,0.01
21,35,175,0.012,0.008,0.006,0.005,0.001
21,42,0,0.004,0.001,0.004,0.001,0.004
21,42,7,0.005,0.003,0.005,0.002,0.005
21,42,14,0.018,0.007,0.005,0.004,0.005
21,42,21,0.004,0.004,0.008,0.012,0.001
21,42,28,0.006,0.009,0.009,0.006,0.008
21,42,35,0.005,0.002,0.008,0.003,0.003
21,42,42,0.004,0.009,0.004,0.007,0.004
21,42,49,0.014,0.002,0.003,0.002,0.001
21,42,56,0.002,0.003,0.003,0.001,0.001
21,42,63,0.005,0.007,0.003,0.005,0.005
21,42,70,0.005,0.001,0.001,0.007,0.005
21,42,77,0.007,0.009,0.007,0.004,0.004
21,42,84,0.008,0.003,0.006,0.003,0.003
21,42,91,0.002,0.003,0.001,0.009,0.006
21,42,98,0.003,0.005,0.004,0.0,0.004
21,42,105,0.004,0.001,0.006,0.005,0.006
21,42,112,0.011,0.008,0.007,0.002,0.004
21,42,119,0.001,0.001,0.001,0.002,0.001
21,42,126,0.006,0.004,0.006,0.011,0.004
21,42,133,0.005,0.006,0.004,0.002,0.005
21,42,140,0.003,0.004,0.004,0.006,0.003
21,42,147,0.008,0.003,0.004,0.003,0.007
21,42,154,0.007,0.002,0.008,0.005,0.006
21,42,161,0.005,0.007,0.003,0.002,0.002
21,42,168,0.003,0.004,0.005,0.005,0.001
21,42,175,0.002,0.004,0.002,0.004,0.003
21,49,0,0.003,0.002,0.001,0.003,0.002
21,49,7,0.009,0.005,0.001,0.004,0.005
21,49,14,0.003,0.001,0.002,0.006,0.004
21,49,21,0.004,0.005,0.004,0.005,0.003
21,49,28,0.005,0.007,0.007,0.005,0.005
21,49,35,0.003,0.005,0.003,0.002,0.002
21,49,42,0.002,0.002,0.003,0.007,0.004
21,49,49,0.005,0.002,0.003,0.004,0.004
21,49,56,0.012,0.006,0.002,0.002,0.001
21,49,63,0.009,0.006,0.004,0.004,0.003
21,49,70,0.007,0.007,0.004,0.006,0.006
21,49,77,0.003,0.006,0.004,0.006,0.001
21,49,84,0.006,0.006,0.007,0.002,0.005
21,49,91,0.004,0.005,0.001,0.007,0.004
21,49,98,0.003,0.004,0.002,0.003,0.003
21,49,105,0.002,0.003,0.004,0.001,0.006
21,49,112,0.007,0.004,0.005,0.003,0.006
21,49,119,0.008,0.003,0.005,0.006,0.004
21,49,126,0.004,0.004,0.001,0.004,0.005
21,49,133,0.01,0.004,0.003,0.004,0.004
21,49,140,0.005,0.003,0.005,0.004,0.001
21,49,147,0.003,0.005,0.004,0.008,0.005
21,49,154,0.003,0.006,0.006,0.006,0.004
21,49,161,0.006,0.002,0.002,0.003,0.003
21,49,168,0.005,0.004,0.003,0.002,0.004
21,49,175,0.016,0.003,0.004,0.002,0.004
21,56,0,0.003,0.002,0.001,0.002,0.001
21,56,7,0.001,0.002,0.003,0.002,0.002
21,56,14,0.005,0.004,0.005,0.001,0.003
21,56,21,0.002,0.005,0.004,0.005,0.005
21,56,28,0.004,0.003,0.002,0.003,0.004
21,56,35,0.005,0.005,0.003,0.004,0.003
21,56,42,0.001,0.003,0.001,0.003,0.005
21,56,49,0.004,0.004,0.003,0.005,0.003
21,56,56,0.012,0.001,0.004,0.003,0.003
21,56,63,0.006,0.003,0.002,0.004,0.002
21,56,70,0.002,0.003,0.002,0.006,0.003
21,56,77,0.005,0.002,0.003,0.002,0.004
21,56,84,0.005,0.003,0.002,0.003,0.005
21,56,91,0.004,0.004,0.003,0.003,0.004
21,56,98,0.003,0.004,0.005,0.006,0.003
21,56,105,0.003,0.005,0.003,0.004,0.004
21,56,112,0.008,0.006,0.003,0.004,0.002
21,56,119,0.011,0.004,0.005,0.004,0.004
21,56,126,0.008,0.004,0.005,0.003,0.004
21,56,133,0.007,0.002,0.005,0.001,0.004
21,56,140,0.005,0.003,0.004,0.004,0.001
21,56,147,0.003,0.002,0.004,0.004,0.003
21,56,154,0.003,0.003,0.005,0.004,0.003
21,56,161,0.002,0.003,0.004,0.004,0.002
21,56,168,0.005,0.003,0.003,0.006,0.005
21,56,175,0.006,0.004,0.004,0.004,0.004
21,63,0,0.006,0.002,0.002,0.001,0.003
21,63,7,0.008,0.003,0.002,0.002,0.003
21,63,14,0.003,0.002,0.003,0.003,0.004
21,63,21,0.008,0.005,0.003,0.003,0.004
21,63,28,0.006,0.003,0.004,0.002,0.003
21,63,35,0.004,0.002,0.004,0.002,0.003
21,63,42,0.003,0.001,0.004,0.004,0.004
21,63,49,0.007,0.003,0.003,0.003,0.004
21,63,56,0.002,0.004,0.002,0.002,0.002
21,63,63,0.008,0.002,0.002,0.002,0.003
21,63,70,0.006,0.004,0.002,0.003,0.002
21,63,77,0.007,0.006,0.005,0.002,0.002
21,63,84,0.004,0.002,0.005,0.003,0.004
21,63,91,0.005,0.003,0.004,0.002,0.003
21,63,98,0.007,0.005,0.002,0.002,0.004
21,63,105,0.001,0.007,0.004,0.004,0.005
21,63,112,0.009,0.003,0.001,0.003,0.003
21,63,119,0.005,0.002,0.002,0.002,0.001
21,63,126,0.012,0.005,0.002,0.004,0.003
21,63,133,0.003,0.003,0.003,0.002,0.002
21,63,140,0.004,0.004,0.005,0.005,0.003
21,63,147,0.002,0.002,0.006,0.002,0.003
21,63,154,0.002,0.002,0.003,0.001,0.004
21,63,161,0.005,0.002,0.003,0.003,0.004
21,63,168,0.005,0.003,0.003,0.004,0.003
21,63,175,0.002,0.003,0.003,0.003,0.003
21,70,0,0.007,0.002,0.002,0.001,0.002
21,70,7,0.008,0.002,0.002,0.002,0.003
21,70,14,0.006,0.002,0.004,0.004,0.004
21,70,21,0.003,0.002,0.005,0.005,0.003
21,70,28,0.004,0.006,0.004,0.003,0.003
21,70,35,0.003,0.003,0.003,0.003,0.004
21,70,42,0.005,0.002,0.003,0.002,0.003
21,70,49,0.008,0.003,0.004,0.003,0.003
21,70,56,0.007,0.003,0.004,0.003,0.003
21,70,63,0.013,0.005,0.002,0.004,0.002
21,70,70,0.01,0.004,0.003,0.004,0.004
21,70,77,0.003,0.001,0.003,0.001,0.003
21,70,84,0.006,0.002,0.006,0.004,0.002
21,70,91,0.002,0.003,0.004,0.003,0.004
21,70,98,0.005,0.004,0.003,0.005,0.003
21,70,105,0.004,0.005,0.003,0.003,0.003
21,70,112,0.006,0.002,0.005,0.003,0.004
21,70,119,0.016,0.004,0.002,0.002,0.003
21,70,126,0.008,0.003,0.002,0.003,0.003
21,70,133,0.009,0.005,0.003,0.003,0.004
21,70,140,0.003,0.006,0.004,0.003,0.003
21,70,147,0.004,0.003,0.005,0.002,0.003
21,70,154,0.005,0.003,0.002,0.002,0.004
21,70,161,0.004,0.003,0.003,0.003,0.003
21,70,168,0.011,0.007,0.004,0.004,0.003
21,70,175,0.009,0.006,0.004,0.004,0.003
21,77,0,0.002,0.002,0.002,0.002,0.002
21,77,7,0.012,0.009,0.005,0.003,0.003
21,77,14,0.005,0.003,0.008,0.003,0.003
21,77,21,0.004,0.003,0.005,0.003,0.002
21,77,28,0.003,0.004,0.005,0.003,0.003
21,77,35,0.006,0.003,0.003,0.002,0.002
21,77,42,0.012,0.002,0.004,0.005,0.004
21,77,49,0.008,0.003,0.003,0.003,0.003
21,77,56,0.002,0.002,0.003,0.002,0.003
21,77,63,0.016,0.005,0.004,0.003,0.002
21,77,70,0.007,0.002,0.005,0.003,0.002
21,77,77,0.004,0.004,0.002,0.002,0.003
21,77,84,0.003,0.003,0.005,0.003,0.002
21,77,91,0.007,0.004,0.003,0.003,0.002
21,77,98,0.008,0.006,0.003,0.002,0.002
21,77,105,0.006,0.005,0.004,0.003,0.003
21,77,112,0.007,0.003,0.004,0.004,0.003
21,77,119,0.012,0.002,0.003,0.003,0.003
21,77,126,0.012,0.004,0.004,0.003,0.003
21,77,133,0.007,0.005,0.005,0.003,0.003
21,77,140,0.006,0.003,0.002,0.003,0.002
21,77,147,0.005,0.002,0.005,0.002,0.003
21,77,154,0.004,0.004,0.002,0.002,0.003
21,77,161,0.008,0.003,0.003,0.004,0.002
21,77,168,0.009,0.008,0.005,0.005,0.002
21,77,175,0.007,0.003,0.002,0.002,0.003
21,84,0,0.018,0.003,0.003,0.003,0.002
21,84,7,0.004,0.003,0.003,0.004,0.009
21,84,14,0.018,0.006,0.006,0.006,0.004
21,84,21,0.011,0.006,0.008,0.003,0.008
21,84,28,0.018,0.006,0.016,0.01,0.012
21,84,35,0.075,0.006,0.006,0.005,0.004
21,84,42,0.036,0.003,0.008,0.003,0.005
21,84,49,0.002,0.002,0.001,0.003,0.008
21,84,56,0.011,0.005,0.002,0.004,0.008
21,84,63,0.052,0.01,0.006,0.015,0.006
21,84,70,0.012,0.005,0.003,0.004,0.003
21,84,77,0.014,0.006,0.005,0.003,0.003
21,84,84,0.019,0.003,0.003,0.004,0.005
21,84,91,0.038,0.011,0.004,0.005,0.004
21,84,98,0.067,0.014,0.005,0.008,0.004
21,84,105,0.014,0.004,0.006,0.01,0.003
21,84,112,0.009,0.01,0.007,0.003,0.004
21,84,119,0.028,0.005,0.009,0.001,0.002
21,84,126,0.014,0.004,0.006,0.006,0.002
21,84,133,0.006,0.036,0.002,0.004,0.003
21,84,140,0.009,0.006,0.004,0.015,0.002
21,84,147,0.016,0.004,0.007,0.004,0.012
21,84,154,0.008,0.003,0.007,0.002,0.005
21,84,161,0.003,0.013,0.004,0.007,0.008
21,84,168,0.018,0.008,0.006,0.006,0.017
21,84,175,0.009,0.017,0.003,0.004,0.003
28,0,0,0.0,0.0,0.247,0.043,0.297
28,0,7,0.001,0.0,0.334,0.309,0.221
28,0,14,0.0,0.0,0.0,0.0,0.236
28,0,21,0.569,0.0,0.0,0.0,0.0
28,0,28,0.0,0.0,0.0,0.0,0.26
28,0,35,0.0,0.0,0.0,0.0,0.291
28,0,42,0.0,0.155,0.0,0.0,0.0
28,0,49,0.0,0.0,0.0,0.0,0.23
28,0,56,0.0,0.0,0.0,0.0,0.0
28,0,63,0.0,0.276,0.0,0.0,0.0
28,0,70,0.0,0.0,0.359,0.29,0.0
28,0,77,0.0,0.0,0.0,0.0,0.0
28,0,84,0.0,0.352,0.0,0.0,0.0
28,0,91,0.0,0.0,0.35,0.0,0.0
28,0,98,0.0,0.359,0.0,0.0,0.266
28,0,105,0.45,0.0,0.0,0.32,0.263
28,0,112,0.0,0.0,0.0,0.0,0.234
28,0,119,0.0,0.0,0.0,0.0,0.0
28,0,126,0.342,0.333,0.0,0.0,0.266
28,0,133,0.0,0.0,0.231,0.268,0.228
28,0,140,0.456,0.0,0.0,0.174,0.301
28,0,147,0.001,0.0,0.0,0.076,0.0
28,0,154,0.0,0.259,0.306,0.0,0.284
28,0,161,0.0,0.0,0.246,0.0,0.0
28,0,168,0.0,0.0,0.0,0.232,0.0
28,0,175,0.16,0.323,0.0,0.0,0.0
28,7,0,0.001,0.009,0.001,0.004,0.002
28,7,7,0.422,0.036,0.497,0.271,0.56
28,7,14,0.335,0.042,0.438,0.339,0.001
28,7,21,0.355,0.065,0.025,0.003,0.001
28,7,28,0.404,0.171,0.06,0.025,0.002
28,7,35,0.238,0.066,0.011,0.01,0.001
28,7,42,0.025,0.116,0.036,0.027,0.003
28,7,49,0.045,0.255,0.045,0.009,0.014
28,7,56,0.041,0.013,0.037,0.007,0.003
28,7,63,0.483,0.058,0.006,0.038,0.003
28,7,70,0.152,0.009,0.008,0.004,0.002
28,7,77,0.143,0.571,0.321,0.032,0.007
28,7,84,0.214,0.114,0.156,0.303,0.001
28,7,91,0.795,0.01,0.009,0.002,0.002
28,7,98,0.151,0.015,0.002,0.008,0.005
28,7,105,0.56,0.417,0.008,0.112,0.001
28,7,112,0.25,0.011,0.011,0.001,0.003
28,7,119,0.202,0.067,0.01,0.033,0.003
28,7,126,0.015,0.043,0.001,0.245,0.006
28,7,133,0.182,0.399,0.02,0.149,0.007
28,7,140,2.085,0.168,0.055,0.002,0.006
28,7,147,0.124,0.124,0.034,0.019,0.012
28,7,154,0.668,0.006,0.043,0.01,0.001
28,7,161,0.278,0.272,0.035,0.633,0.002
28,7,168,0.579,0.009,0.018,0.002,0.005
28,7,175,0.304,0.095,0.011,0.018,0.083
28,14,0,0.002,0.005,0.003,0.001,0.001
28,14,7,1.989,0.002,2.12,0.316,0.006
28,14,14,0.038,0.006,0.029,0.01,0.022
28,14,21,0.026,0.006,0.013,0.002,0.001
28,14,28,0.056,0.003,0.002,0.014,0.001
28,14,35,0.042,0.026,0.002,0.003,0.001
28,14,42,0.109,0.014,0.007,0.005,0.001
28,14,49,0.025,0.02,0.027,0.003,0.003
28,14,56,0.118,0.028,0.002,0.001,0.006
28,14,63,0.044,0.011,0.006,0.002,0.001
28,14,70,0.036,0.0,0.005,0.007,0.006
28,14,77,0.139,0.014,0.005,0.001,0.001
28,14,84,0.021,0.002,0.011,0.004,0.005
28,14,91,2.796,0.002,0.001,0.017,0.01
28,14,98,0.003,0.031,0.005,0.002,0.001
28,14,105,0.027,0.298,0.006,0.0,0.009
28,14,112,0.004,0.013,0.007,0.011,0.001
28,14,119,0.064,0.007,0.003,0.001,0.001
28,14,126,0.02,0.006,0.005,0.003,0.004
28,14,133,4.608,0.005,0.011,0.001,0.001
28,14,140,0.032,0.01,0.019,0.001,0.001
28,14,147,0.031,0.003,0.002,0.001,0.01
28,14,154,0.036,0.011,0.006,0.002,0.003
28,14,161,0.04,0.02,0.006,0.001,0.001
28,14,168,0.656,0.008,0.01,0.006,0.001
28,14,175,1.42,0.004,0.014,0.001,0.003
28,21,0,0.003,0.003,0.004,0.001,0.013
28,21,7,0.019,0.001,0.003,0.002,0.004
28,21,14,0.017,0.009,0.006,0.007,0.002
28,21,21,0.949,0.01,0.002,0.005,0.003
28,21,28,0.023,0.007,0.009,0.002,0.013
28,21,35,0.018,0.011,0.001,0.002,0.001
28,21,42,0.004,0.003,0.018,0.001,0.001
28,21,49,0.009,0.001,0.004,0.002,0.013
28,21,56,0.005,0.017,0.001,0.008,0.002
28,21,63,0.021,0.008,0.007,0.002,0.001
28,21,70,0.009,0.004,0.018,0.018,0.014
28,21,77,0.004,0.001,0.005,0.006,0.001
28,21,84,0.016,0.009,0.003,0.001,0.001
28,21,91,0.003,0.001,0.001,0.005,0.002
28,21,98,0.009,0.009,0.008,0.001,0.001
28,21,105,0.01,0.011,0.002,0.001,0.001
28,21,112,0.02,0.008,0.009,0.002,0.01
28,21,119,0.004,0.004,0.006,0.006,0.001
28,21,126,0.019,0.011,0.004,0.001,0.002
28,21,133,0.005,0.016,0.001,0.016,0.002
28,21,140,0.114,0.01,0.012,0.008,0.008
28,21,147,0.008,0.005,0.001,0.002,0.002
28,21,154,0.04,0.01,0.001,0.001,0.001
28,21,161,0.022,0.007,0.006,0.003,0.002
28,21,168,0.012,0.01,0.009,0.001,0.012
28,21,175,0.026,0.007,0.006,0.003,0.001
28,28,0,0.0,0.004,0.007,0.001,0.002
28,28,7,0.006,0.004,0.002,0.002,0.001
28,28,14,0.02,0.004,0.006,0.006,0.001
28,28,21,0.014,0.009,0.009,0.001,0.0
28,28,28,0.007,0.005,0.003,0.001,0.001
28,28,35,0.006,0.006,0.004,0.01,0.005
28,28,42,0.014,0.006,0.003,0.004,0.002
28,28,49,0.016,0.006,0.011,0.001,0.006
28,28,56,0.009,0.003,0.002,0.001,0.001
28,28,63,0.005,0.01,0.001,0.0,0.004
28,28,70,0.013,0.003,0.002,0.001,0.005
28,28,77,0.013,0.0,0.011,0.001,0.004
28,28,84,0.005,0.001,0.002,0.003,0.005
28,28,91,0.007,0.01,0.001,0.004,0.008
28,28,98,0.001,0.006,0.003,0.001,0.002
28,28,105,0.012,0.003,0.01,0.002,0.007
28,28,112,0.013,0.003,0.003,0.007,0.002
28,28,119,0.007,0.004,0.002,0.001,0.002
28,28,126,0.012,0.005,0.007,0.003,0.004
28,28,133,0.006,0.01,0.007,0.006,0.006
28,28,140,0.003,0.003,0.004,0.001,0.001
28,28,147,0.013,0.006,0.001,0.001,0.011
28,28,154,0.012,0.004,0.005,0.001,0.001
28,28,161,0.007,0.008,0.01,0.008,0.0
28,28,168,0.008,0.007,0.002,0.001,0.001
28,28,175,0.016,0.002,0.004,0.005,0.001
28,35,0,0.001,0.002,0.003,0.006,0.003
28,35,7,0.025,0.009,0.004,0.007,0.008
28,35,14,0.009,0.007,0.008,0.005,0.006
28,35,21,0.006,0.006,0.001,0.002,0.002
28,35,28,0.005,0.003,0.002,0.002,0.002
28,35,35,0.002,0.004,0.001,0.009,0.002
28,35,42,0.002,0.004,0.004,0.007,0.005
28,35,49,0.007,0.006,0.007,0.001,0.007
28,35,56,0.015,0.004,0.004,0.006,0.004
28,35,63,0.01,0.006,0.007,0.003,0.005
28,35,70,0.005,0.001,0.005,0.003,0.004
28,35,77,0.009,0.004,0.006,0.004,0.003
28,35,84,0.001,0.003,0.0,0.002,0.001
28,35,91,0.004,0.004,0.002,0.003,0.002
28,35,98,0.004,0.007,0.002,0.004,0.001
28,35,105,0.011,0.006,0.001,0.003,0.005
28,35,112,0.008,0.003,0.005,0.004,0.004
28,35,119,0.014,0.002,0.007,0.004,0.007
28,35,126,0.009,0.001,0.001,0.002,0.001
28,35,133,0.007,0.006,0.007,0.005,0.006
28,35,140,0.007,0.004,0.004,0.005,0.001
28,35,147,0.006,0.008,0.006,0.004,0.007
28,35,154,0.008,0.001,0.002,0.006,0.006
28,35,161,0.004,0.005,0.003,0.005,0.001
28,35,168,0.012,0.01,0.008,0.006,0.006
28,35,175,0.004,0.005,0.005,0.003,0.002
28,42,0,0.003,0.005,0.004,0.004,0.005
28,42,7,0.008,0.001,0.003,0.004,0.001
28,42,14,0.005,0.003,0.001,0.003,0.004
28,42,21,0.005,0.007,0.005,0.005,0.006
28,42,28,0.004,0.005,0.005,0.004,0.002
28,42,35,0.006,0.003,0.004,0.006,0.004
28,42,42,0.008,0.003,0.004,0.005,0.007
28,42,49,0.007,0.005,0.004,0.005,0.002
28,42,56,0.007,0.003,0.007,0.006,0.003
28,42,63,0.008,0.005,0.005,0.003,0.004
28,42,70,0.004,0.005,0.003,0.009,0.001
28,42,77,0.008,0.004,0.005,0.002,0.003
28,42,84,0.002,0.003,0.005,0.006,0.002
28,42,91,0.003,0.005,0.004,0.004,0.003
28,42,98,0.004,0.003,0.002,0.004,0.004
28,42,105,0.009,0.007,0.003,0.004,0.003
28,42,112,0.005,0.004,0.003,0.007,0.005
28,42,119,0.007,0.002,0.003,0.0,0.004
28,42,126,0.006,0.004,0.003,0.005,0.004
28,42,133,0.006,0.004,0.006,0.005,0.004
28,42,140,0.005,0.007,0.002,0.006,0.004
28,42,147,0.002,0.004,0.006,0.006,0.002
28,42,154,0.005,0.002,0.004,0.004,0.005
28,42,161,0.004,0.005,0.004,0.004,0.005
28,42,168,0.011,0.006,0.005,0.005,0.006
28,42,175,0.007,0.002,0.004,0.004,0.001
28,49,0,0.009,0.005,0.002,0.002,0.004
28,49,7,0.007,0.003,0.003,0.002,0.004
28,49,14,0.003,0.004,0.004,0.001,0.003
28,49,21,0.001,0.002,0.002,0.003,0.003
28,49,28,0.005,0.001,0.001,0.002,0.003
28,49,35,0.002,0.005,0.004,0.007,0.003
28,49,42,0.005,0.006,0.002,0.006,0.004
28,49,49,0.007,0.004,0.004,0.003,0.001
28,49,56,0.005,0.002,0.003,0.001,0.002
28,49,63,0.003,0.003,0.003,0.004,0.003
28,49,70,0.003,0.002,0.003,0.006,0.001
28,49,77,0.006,0.004,0.005,0.001,0.003
28,49,84,0.005,0.003,0.003,0.004,0.003
28,49,91,0.003,0.002,0.006,0.003,0.002
28,49,98,0.004,0.006,0.004,0.005,0.002
28,49,105,0.005,0.003,0.002,0.003,0.003
28,49,112,0.005,0.002,0.004,0.005,0.002
28,49,119,0.006,0.001,0.004,0.001,0.004
28,49,126,0.004,0.003,0.003,0.004,0.003
28,49,133,0.005,0.004,0.005,0.002,0.004
28,49,140,0.003,0.004,0.006,0.006,0.002
28,49,147,0.003,0.003,0.002,0.001,0.005
28,49,154,0.004,0.004,0.001,0.004,0.003
28,49,161,0.004,0.004,0.002,0.005,0.005
28,49,168,0.006,0.005,0.005,0.006,0.005
28,49,175,0.009,0.006,0.007,0.004,0.002
28,56,0,0.007,0.003,0.005,0.003,0.005
28,56,7,0.005,0.003,0.003,0.003,0.003
28,56,14,0.004,0.004,0.006,0.004,0.004
28,56,21,0.004,0.003,0.004,0.002,0.003
28,56,28,0.004,0.004,0.005,0.002,0.004
28,56,35,0.005,0.004,0.004,0.004,0.003
28,56,42,0.004,0.004,0.003,0.005,0.003
28,56,49,0.006,0.002,0.003,0.001,0.004
28,56,56,0.009,0.004,0.005,0.002,0.003
28,56,63,0.005,0.003,0.003,0.003,0.004
28,56,70,0.006,0.005,0.003,0.006,0.003
28,56,77,0.004,0.004,0.004,0.003,0.004
28,56,84,0.003,0.004,0.005,0.003,0.003
28,56,91,0.004,0.003,0.002,0.005,0.004
28,56,98,0.004,0.002,0.002,0.002,0.004
28,56,105,0.002,0.001,0.003,0.002,0.003
28,56,112,0.004,0.003,0.004,0.004,0.003
28,56,119,0.006,0.003,0.003,0.006,0.002
28,56,126,0.004,0.003,0.002,0.004,0.002
28,56,133,0.005,0.005,0.003,0.004,0.003
28,56,140,0.003,0.004,0.003,0.003,0.004
28,56,147,0.005,0.001,0.003,0.004,0.004
28,56,154,0.006,0.002,0.002,0.002,0.003
28,56,161,0.004,0.004,0.004,0.003,0.003
28,56,168,0.005,0.004,0.005,0.004,0.003
28,56,175,0.003,0.001,0.002,0.004,0.003
28,63,0,0.006,0.005,0.003,0.004,0.004
28,63,7,0.004,0.004,0.003,0.003,0.003
28,63,14,0.008,0.005,0.004,0.004,0.003
28,63,21,0.004,0.004,0.004,0.004,0.001
28,63,28,0.006,0.004,0.002,0.004,0.003
28,63,35,0.004,0.006,0.003,0.005,0.003
28,63,42,0.006,0.004,0.004,0.004,0.004
28,63,49,0.005,0.004,0.005,0.005,0.003
28,63,56,0.007,0.002,0.004,0.004,0.004
28,63,63,0.003,0.004,0.004,0.005,0.003
28,63,70,0.003,0.003,0.003,0.005,0.003
28,63,77,0.005,0.002,0.004,0.003,0.003
28,63,84,0.004,0.001,0.003,0.003,0.003
28,63,91,0.004,0.003,0.001,0.005,0.004
28,63,98,0.003,0.003,0.003,0.003,0.003
28,63,105,0.006,0.003,0.004,0.003,0.004
28,63,112,0.007,0.004,0.005,0.003,0.003
28,63,119,0.006,0.002,0.002,0.004,0.003
28,63,126,0.005,0.004,0.003,0.001,0.003
28,63,133,0.004,0.004,0.004,0.003,0.004
28,63,140,0.003,0.004,0.002,0.002,0.003
